#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_2509	874	33	N	N	1	*	*,2509,*
contig_760	872	5	N	N	1	*	*,760,*
contig_1239	863	32	N	N	2	*	*,1239,*
contig_512	860	18	N	Y	1	*	512
contig_708	856	109	N	Y	1	*	708
contig_750	854	9	N	N	1	*	*,750,*
contig_1292	851	97	N	Y	1	*	*,1292,*
contig_2350	849	10	N	N	1	*	*,2350,*
contig_1618	848	373	N	Y	2	*	1618
contig_1801	848	10	Y	Y	1	24	1801
contig_610	848	121	N	Y	2	*	610
contig_1644	845	635	N	N	6	*	*,1644,*
contig_477	845	26	N	Y	6	*	477
contig_300	841	533	N	Y	33	*	300
contig_2612	839	66	N	N	2	*	2612,*
contig_153	838	981	N	N	98	*	*,153,*
contig_1445	837	113	N	Y	1	232	*,1445,*
contig_1077	836	799	N	N	7	*	*,1077,*
contig_2188	836	11	N	Y	1	*	2188
contig_404	836	49	N	Y	8	*	404
contig_25	833	12	Y	Y	1	156	25
contig_2250	827	25	N	Y	1	*	2250
contig_459	819	238	N	Y	3	*	459
contig_495	816	39	N	Y	1	*	495
contig_2108	810	19	N	Y	1	268	2108,*
contig_1121	809	16	N	N	1	*	1121
contig_376	807	78	N	Y	9	*	376
contig_409	807	46	N	Y	1	*	409
contig_1074	805	108	N	Y	1	*	1074
contig_2036	801	554	Y	Y	5	*	2036
contig_2448	799	6	N	N	1	*	*,2448,*
contig_1826	797	5	N	Y	1	*	1826
contig_349	796	53	N	Y	1	*	349
contig_1964	795	84	N	Y	1	298	*,1964,*
contig_1763	793	10	Y	Y	1	*	1763
contig_560	790	5	N	Y	1	*	560
contig_2368	789	347	N	Y	2	*	2368
contig_927	788	91	N	Y	1	168	927
contig_1192	786	333	N	Y	2	230	1192
contig_1028	785	174	N	Y	1	*	1028
contig_222	785	17	N	Y	1	*	222
contig_354	785	29	N	Y	1	*	354
contig_2461	783	260	N	N	2	*	*,2461,*
contig_747	783	65	N	N	1	*	*,747,*
contig_275	780	4	N	Y	1	*	275
contig_531	780	95	N	Y	1	*	531
contig_510	776	158	N	Y	1	*	510
contig_323	774	59	N	Y	29	*	323
contig_2046	769	160	Y	Y	1	160	2046
contig_2016	767	358	Y	Y	3	*	2016
contig_468	766	42	N	Y	1	*	468
contig_598	766	3	N	Y	1	*	598
contig_631	766	72	N	Y	36	*	631
contig_355	765	150	N	Y	75	*	355
contig_368	765	32	N	Y	1	*	368
contig_537	763	36	N	Y	1	*	537
contig_1362	761	11	N	N	1	*	*,1362,*
contig_1525	759	172	N	Y	1	244	1525
contig_242	759	177	N	Y	1	*	242
contig_2404	757	306	N	Y	2	*	2404
contig_1577	755	8	N	Y	1	*	1577
contig_506	753	3	N	Y	1	*	506
contig_1968	751	226	N	N	2	*	*,1968,*
contig_746	750	8	N	N	1	*	*,746,*
contig_406	749	308	N	Y	15	*	406
contig_1427	747	140	N	Y	1	*	1427
contig_1666	740	220	N	N	1	*	*,1666,*
contig_220	739	59	N	Y	29	*	220
contig_2024	735	123	N	Y	1	266	2024
contig_720	733	194	N	Y	97	*	720
contig_696	731	7	N	Y	1	*	696
contig_1237	729	27	N	N	1	*	*,1237,*
contig_2099	729	35	N	N	1	*	*,2099,*
contig_30	729	313	N	Y	2	*	30
contig_212	727	58	N	Y	1	*	212
contig_2602	726	943	Y	Y	8	*	2602
contig_974	726	39	N	Y	1	*	974
contig_173	724	5	N	Y	1	*	173
contig_569	722	9	N	Y	1	*	569
contig_667	718	20	N	Y	1	*	667
contig_1240	716	365	N	Y	7	*	1240
contig_112	715	127	N	Y	4	*	112
contig_1521	712	28	N	N	1	*	*,1521,*
contig_796	709	20	N	Y	1	*	796
contig_890	706	71	N	Y	1	*	890
contig_1933	705	20	N	N	1	*	*,1933,*
contig_1772	703	12	N	Y	1	260	1772
contig_430	703	35	N	Y	1	*	430
contig_2216	701	195	N	Y	2	210	*,2216,*
contig_340	701	501	N	Y	125	*	340
contig_2152	699	29	N	N	1	*	*,2152,*
contig_713	699	21	N	Y	1	*	713
contig_833	693	132	N	Y	1	*	833
contig_399	688	67	N	Y	1	*	399
contig_408	688	163	N	Y	81	*	408
contig_1893	686	10	Y	Y	1	26	1893
contig_684	684	64	N	Y	2	*	684
contig_1219	682	4	N	Y	1	*	*,1219,*
contig_393	682	19	N	Y	1	*	393
contig_155	681	900	N	N	75	*	*,155,*
contig_10	679	5	Y	Y	1	154	10
contig_2061	678	129	N	Y	1	*	*,2061
contig_1649	676	12	N	Y	1	*	1649
contig_2101	676	30	N	N	1	*	*,2101,*
contig_329	670	21	N	Y	1	*	329
contig_2452	668	9	N	Y	1	*	2452
contig_840	667	76	N	Y	1	*	840
contig_1332	663	33	N	Y	1	*	1332
contig_1333	663	53	N	Y	1	*	1333
contig_2305	663	36	N	Y	2	*	2305
contig_238	663	8	N	Y	1	*	238
contig_1218	662	88	Y	Y	1	12	1218
contig_2109	661	4	N	Y	1	268	*,2109,*
contig_1272	655	115	Y	Y	1	14	1272
contig_1523	654	49	N	N	3	*	*,1523,*
contig_297	654	288	N	Y	2	*	297
contig_536	653	9	N	Y	4	*	536
contig_232	652	9	N	Y	3	*	232
contig_436	651	99	N	Y	11	*	436
contig_1184	646	403	N	N	4	*	*,1184,*
contig_2081	646	5	N	N	1	*	*,2081,*
contig_93	646	435	N	Y	3	*	93
contig_2684	645	101	N	N	1	*	*,2684,*
contig_2043	642	323	Y	Y	2	*	2043
contig_1190	641	7	N	Y	1	230	1190
contig_599	641	50	N	Y	1	*	599
contig_1343	640	38	N	Y	1	*	1343
contig_2049	640	9	Y	Y	1	200	2049
contig_2275	640	10	N	N	1	*	*,2275,*
contig_1395	639	10	N	Y	1	*	1395
contig_1896	639	60	N	N	2	*	*,1896,*
contig_2451	639	10	N	Y	1	*	2451
contig_939	638	192	Y	Y	1	*	939
contig_1494	636	4	N	Y	1	238	*,1494,*
contig_1572	636	4	N	Y	2	*	1572
contig_1399	635	9	N	Y	1	*	1399
contig_675	635	10	N	Y	1	*	675
contig_780	634	8	Y	Y	1	162	780
contig_277	632	164	N	Y	4	*	277
contig_1331	631	34	N	Y	1	*	1331
contig_900	631	121	N	Y	1	*	900
contig_166	629	8	N	Y	1	*	166
contig_534	628	73	N	Y	24	*	534
contig_574	628	40	N	Y	1	*	574
contig_2406	627	426	N	Y	4	*	2406
contig_1014	625	172	N	Y	1	*	1014
contig_1861	623	6	N	Y	1	*	1861
contig_998	623	34	N	Y	1	*	998
contig_1013	622	80	N	Y	1	*	1013
contig_1416	622	336	Y	Y	3	18	1416
contig_121	621	176	N	Y	8	*	121
contig_2143	621	587	N	Y	5	265	2143
contig_545	621	4	N	Y	1	*	545
contig_871	621	335	N	N	10	*	*,871,*
contig_1829	617	20	N	Y	1	*	1829
contig_1185	616	367	N	N	3	*	*,1185,*
contig_872	616	8	N	Y	1	*	872
contig_1854	615	114	N	N	4	*	*,1854,*
contig_1495	610	8	N	Y	1	238	*,1495,*
contig_622	610	26	N	Y	1	*	622
contig_1197	609	584	N	Y	5	230	1197
contig_1165	608	9	N	Y	1	*	1165
contig_478	608	64	N	Y	1	*	478
contig_2304	603	11	N	Y	1	*	2304
contig_348	603	39	N	Y	1	*	348
contig_87	603	952	N	Y	8	*	87
contig_523	601	30	N	Y	1	*	523
contig_608	601	29	N	Y	1	*	608
contig_700	601	64	N	Y	10	*	700
contig_2186	600	10	N	N	1	*	*,2186,*
contig_482	600	93	N	Y	1	*	482
contig_2156	595	190	N	N	2	*	*,2156,*
contig_412	595	42	N	Y	1	*	412
contig_2661	594	3	N	Y	1	286	2661
contig_1216	592	15	Y	Y	1	172	1216
contig_16	590	371	N	Y	3	*	16
contig_175	590	95	N	Y	2	*	175
contig_456	590	7	N	Y	1	*	456
contig_2100	588	29	N	N	1	*	*,2100,*
contig_1188	585	26	N	Y	1	230	1188
contig_217	583	38	N	Y	2	*	217
contig_2171	583	538	N	Y	4	*	2171
contig_223	579	42	N	Y	1	*	223
contig_715	578	25	N	Y	1	*	715
contig_1426	577	158	N	Y	1	*	1426
contig_2618	574	827	Y	Y	7	*	2618
contig_2155	572	94	N	N	1	*	*,2155,*
contig_594	572	63	N	Y	1	*	594
contig_585	566	9	N	Y	1	*	585
contig_518	564	48	N	Y	1	*	518
contig_2367	563	12	N	Y	1	*	2367
contig_321	563	17	N	Y	1	*	321
contig_759	563	559	N	N	34	*	*,759,*
contig_2569	562	678	N	N	6	*	*,2569,*
contig_549	562	127	N	Y	2	*	549
contig_952	560	930	N	Y	8	*	952
contig_951	559	921	N	Y	8	*	951
contig_1183	558	399	N	N	4	*	*,1183,*
contig_1334	558	91	N	Y	1	*	1334
contig_2353	556	385	N	Y	2	*	2353
contig_2082	555	81	N	N	1	*	*,2082,*
contig_752	555	33	N	N	1	*	*,752,*
contig_832	555	29	N	Y	1	*	832
contig_860	555	247	N	Y	2	*	860
contig_273	553	5	N	Y	1	*	273
contig_1442	550	7	N	Y	1	*	1442
contig_730	550	8	N	N	1	*	*,730,*
contig_1934	549	54	N	N	2	*	*,1934,*
contig_2119	546	11	N	N	1	*	*,2119,*
contig_230	545	6	N	Y	1	*	230
contig_489	545	8	N	Y	4	*	489
contig_1915	544	10	N	Y	1	*	1915
contig_247	543	69	N	Y	1	*	247
contig_381	543	339	N	Y	10	*	381
contig_994	543	35	N	Y	1	*	994
contig_1960	542	10	Y	Y	1	158	1960
contig_525	542	24	N	Y	1	*	525
contig_592	541	49	N	Y	1	*	592
contig_1095	539	642	Y	Y	5	*	1095
contig_1101	539	9	N	Y	1	*	1101
contig_1233	539	879	N	Y	7	*	1233
contig_79	539	11	N	Y	1	*	79
contig_1759	538	39	N	Y	1	*	1759
contig_116	537	8	N	Y	1	*	116
contig_2403	537	385	N	Y	3	*	2403
contig_2402	536	10	N	Y	1	*	2402
contig_258	536	58	N	Y	14	*	258
contig_367	535	95	N	Y	31	*	367
contig_92	534	886	N	Y	8	*	92
contig_2044	533	530	N	N	4	*	*,2044,*
contig_928	533	155	N	Y	1	168	928
contig_1851	532	88	N	Y	4	*	1851
contig_691	532	10	N	Y	1	*	691
contig_1664	530	31	N	N	3	*	*,1664,*
contig_1720	530	868	N	Y	7	*	1720
contig_521	530	15	N	Y	1	*	521
contig_556	530	6	N	Y	1	*	556
contig_953	529	930	N	Y	8	*	953
contig_584	528	14	N	Y	1	*	584
contig_352	527	28	N	Y	9	*	352
contig_257	526	85	N	Y	1	*	257
contig_933	526	23	Y	Y	1	170	933
contig_358	525	6	N	Y	1	*	358
contig_96	525	547	N	Y	4	*	96
contig_210	524	10	N	Y	1	*	210
contig_472	524	73	N	Y	1	*	472
contig_659	524	841	N	Y	7	*	659
contig_834	524	10	N	Y	1	*	834
contig_950	524	90	N	Y	1	*	950
contig_1193	523	152	N	Y	1	230	1193
contig_378	523	43	N	Y	1	*	378
contig_660	523	4	N	Y	1	*	660
contig_1410	522	11	N	Y	1	*	1410
contig_543	522	373	N	Y	8	*	543
contig_260	521	7	N	Y	1	*	260
contig_190	520	50	N	Y	1	*	190
contig_291	520	3	N	Y	1	*	291
contig_685	520	4	N	Y	1	*	685
contig_1464	519	89	N	Y	1	*	1464
contig_288	519	135	N	Y	2	*	288
contig_690	519	7	N	Y	1	*	690
contig_2293	518	255	Y	Y	2	*	2293
contig_551	518	29	N	Y	1	*	551
contig_615	518	10	N	Y	1	*	615
contig_442	517	25	N	Y	1	*	442
contig_836	517	182	N	Y	1	*	836
contig_995	516	33	N	Y	1	*	995
contig_1075	515	16	N	Y	1	*	1075
contig_88	515	924	N	Y	8	*	88
contig_280	514	221	N	Y	1	*	280
contig_1026	513	6	N	Y	1	*	1026
contig_1519	513	292	N	Y	2	244	1519
contig_717	513	9	N	Y	1	*	717
contig_946	513	897	N	N	8	*	*,946,*
contig_2142	512	591	N	Y	5	264	2142
contig_271	512	58	N	Y	3	*	271
contig_448	512	38	N	Y	1	*	448
contig_1646	511	557	Y	Y	5	*	1646
contig_422	511	42	N	Y	1	*	422
contig_1203	510	125	Y	Y	1	230	1203
contig_1340	510	10	N	Y	1	*	1340
contig_579	510	9	N	Y	1	*	579
contig_2048	509	4	N	N	1	*	*,2048,*
contig_501	509	542	N	Y	5	*	501
contig_1019	508	937	N	Y	8	*	1019
contig_1195	508	406	N	Y	3	230	1195
contig_392	508	284	N	Y	8	*	392
contig_568	508	358	N	Y	27	*	568
contig_571	508	244	N	Y	16	*	571
contig_1771	507	135	N	Y	1	260	1771
contig_570	507	43	N	Y	1	*	570
contig_104	506	3	N	Y	1	*	104
contig_1134	506	122	N	Y	1	*	1134
contig_1102	505	563	Y	Y	5	*	1102
contig_678	505	11	N	Y	1	*	678
contig_500	504	149	N	Y	2	*	500
contig_676	504	10	N	Y	1	*	676
contig_679	504	11	N	Y	1	*	679
contig_1020	503	943	N	Y	8	*	1020
contig_686	503	19	N	Y	1	*	686
contig_1313	502	10	Y	Y	1	206	1313
contig_251	502	12	N	Y	1	*	251
contig_441	502	8	N	Y	1	*	441
contig_541	502	21	N	Y	1	*	541
contig_1204	501	756	N	Y	7	230	1204
contig_290	501	43	N	Y	1	*	290
contig_366	501	11	N	Y	1	*	366
contig_219	500	88	N	Y	1	*	219
contig_455	500	97	N	Y	1	*	455
contig_516	500	8	N	Y	1	*	516
contig_171	499	15	N	Y	1	*	171
contig_2624	499	234	N	N	2	*	*,2624,*
contig_289	499	34	N	Y	1	*	289
contig_596	499	8	N	Y	1	*	596
contig_356	497	7	N	Y	1	*	356
contig_509	497	13	N	Y	1	*	509
contig_590	497	10	N	Y	1	*	590
contig_669	497	24	N	Y	1	*	669
contig_2450	493	13	N	Y	1	*	2450
contig_284	493	12	N	Y	1	*	284
contig_181	492	10	N	Y	1	*	181
contig_693	492	3	N	Y	1	*	693
contig_170	491	21	N	Y	1	*	170
contig_661	491	41	N	Y	13	*	661
contig_192	489	52	N	Y	1	*	192
contig_21	487	60	N	Y	1	*	21
contig_435	484	9	N	Y	1	*	435
contig_611	483	41	N	Y	1	*	611
contig_187	482	183	N	Y	1	*	187
contig_662	481	6	N	Y	1	*	662
contig_364	480	271	N	Y	15	*	364
contig_306	479	10	N	Y	1	*	306
contig_380	479	11	N	Y	1	*	380
contig_671	479	6	N	Y	1	*	671
contig_246	478	19	N	Y	1	*	246
contig_249	476	41	N	Y	6	*	249
contig_723	476	6	N	Y	1	*	723
contig_718	469	4	N	Y	1	*	718
contig_687	468	17	N	Y	1	*	687
contig_2481	466	8	N	N	2	*	*,2481,*
contig_318	450	8	N	Y	1	*	318
contig_2673	442	10	N	Y	1	288	*,2673,*
contig_308	428	10	N	Y	1	*	308
contig_573	420	18	N	Y	1	*	573
contig_233	418	10	N	Y	1	*	233
contig_526	418	51	N	Y	4	*	526
contig_396	415	5	N	Y	1	*	396
contig_1458	410	31	N	Y	1	*	1458
contig_276	404	20	N	Y	1	*	276
contig_885	385	13	N	Y	13	220	*,885,*
contig_167	380	26	N	Y	1	*	167
contig_640	373	82	N	Y	1	*	640
contig_709	372	10	N	Y	1	*	709
contig_1335	366	7	N	Y	1	*	1335
contig_197	354	5	N	Y	1	*	197
contig_424	341	11	N	Y	1	*	424
contig_460	339	16	N	Y	1	*	460
contig_325	330	11	N	Y	1	*	325
contig_497	316	4	N	Y	1	*	497
contig_172	290	7	N	Y	1	*	172
contig_327	281	206	N	Y	8	*	327
contig_601	279	15	N	Y	1	*	601
contig_681	274	16	N	Y	1	*	681
contig_2045	270	13	N	N	1	*	*,2045,*
contig_2405	269	11	N	Y	1	*	2405
contig_270	263	5	N	Y	1	*	270
contig_540	261	11	N	Y	1	*	540
contig_343	259	15	N	Y	1	*	343
contig_382	255	8	N	Y	1	*	382
contig_205	247	9	N	Y	1	*	205
contig_1935	236	9	N	N	1	*	*,1935,*
contig_593	232	53	N	Y	17	*	593
contig_641	231	7	N	Y	1	*	641
contig_706	219	8	N	Y	1	*	706
contig_265	196	3	N	Y	1	*	265
contig_229	194	7	N	Y	1	*	229
contig_572	193	8	N	Y	1	*	572
contig_668	192	8	N	Y	1	*	668
contig_483	191	8	N	Y	2	*	483
contig_744	187	11	N	N	1	*	*,744,*
contig_695	180	5	N	Y	1	*	695
contig_218	177	7	N	Y	1	*	218
contig_332	176	63	N	Y	1	*	332
contig_539	163	4	N	Y	1	*	539
contig_313	145	10	N	Y	1	*	313
contig_419	143	18	N	Y	1	*	419
contig_225	142	8	N	Y	2	*	225
contig_602	142	8	N	Y	1	*	602
contig_1024	140	7	N	Y	1	*	1024
contig_2164	129	8	N	N	1	*	*,2164,*
contig_1242	120	10	N	Y	1	*	1242
contig_379	120	58	N	Y	9	*	379
contig_334	117	8	N	Y	1	*	334
contig_82	117	5	N	Y	1	*	82
contig_538	99	3	N	Y	1	*	538
contig_1406	98	18	N	Y	1	*	1406
contig_548	97	9	N	Y	1	*	548
contig_453	60	10	N	Y	1	*	453
contig_1959	47	139	N	Y	1	*	1959
contig_234	39	28	N	Y	1	*	234
contig_529	32	8	N	Y	1	*	529
contig_1805	28	22	N	Y	1	*	1805
contig_183	8	16	N	Y	8	*	183
