,Major capsid,Minor capsid,Baseplate,Major tail,Minor tail,Portal,Tail fiber,Tail shaft,Collar,HTJ,Other,Confidence
contig_138_phanotate_110_geneCall,0.01,0.11,0.01,0.00,0.03,0.02,0.10,0.01,0.05,0.03,9.61,1.00
contig_138_phanotate_111_geneCall,0.21,1.81,0.23,0.45,0.24,0.51,0.35,0.21,0.24,1.06,4.69,0.98
contig_138_phanotate_112_geneCall,0.13,0.49,0.00,0.01,0.01,0.02,0.02,0.01,0.03,0.27,9.01,1.00
contig_138_phanotate_113_geneCall,0.03,0.51,0.07,0.21,0.34,0.10,0.32,0.07,0.20,0.07,8.08,0.99
contig_138_phanotate_114_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_138_phanotate_115_geneCall,0.31,0.35,1.41,1.31,0.45,0.42,1.72,0.35,0.39,0.56,2.72,0.96
contig_138_phanotate_116_geneCall,0.11,0.33,0.17,0.13,0.97,0.28,0.17,0.07,0.11,0.21,7.45,0.99
contig_138_phanotate_117_geneCall,0.01,0.08,0.01,0.00,0.04,0.22,0.07,0.01,0.07,0.02,9.47,1.00
contig_138_phanotate_118_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_138_phanotate_119_geneCall,0.00,0.11,0.00,0.00,0.01,0.00,0.02,0.00,0.00,0.07,9.79,1.00
contig_138_phanotate_120_geneCall,0.34,0.70,0.52,0.14,0.32,0.64,0.23,0.14,0.37,0.88,5.73,0.98
contig_138_phanotate_121_geneCall,0.00,5.19,0.33,0.05,0.32,0.01,0.51,0.00,0.04,0.02,3.52,0.17
contig_138_phanotate_122_geneCall,0.07,0.26,0.16,0.08,0.11,0.93,0.16,0.04,0.15,0.15,7.89,0.99
contig_138_phanotate_123_geneCall,0.02,2.29,0.01,0.01,0.02,0.08,0.05,0.01,0.01,0.20,7.31,0.99
contig_138_phanotate_124_geneCall,0.04,0.06,0.01,0.01,0.02,0.44,0.12,0.03,0.03,0.02,9.22,1.00
contig_1396_phanotate_1_geneCall,0.00,0.28,0.00,0.00,0.00,2.25,0.01,0.00,0.32,0.20,6.92,0.99
contig_1396_phanotate_2_geneCall,0.00,0.39,0.01,0.01,0.04,0.14,0.03,0.00,0.01,0.02,9.36,1.00
contig_1396_phanotate_3_geneCall,0.14,1.03,0.02,0.02,0.04,0.12,0.05,0.01,0.02,1.86,6.69,0.98
contig_1396_phanotate_4_geneCall,0.06,0.61,0.36,0.02,0.04,1.02,0.08,0.01,0.13,0.07,7.60,0.99
contig_1396_phanotate_5_geneCall,0.00,0.02,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.01,9.93,1.00
contig_1396_phanotate_6_geneCall,0.06,1.09,0.65,0.02,0.15,0.37,0.19,0.04,0.04,0.29,7.10,0.99
contig_1396_phanotate_7_geneCall,0.14,1.03,0.02,0.02,0.04,0.12,0.05,0.01,0.02,1.86,6.69,0.98
contig_1396_phanotate_8_geneCall,0.00,0.39,0.01,0.01,0.04,0.14,0.03,0.00,0.01,0.02,9.36,1.00
contig_1396_phanotate_9_geneCall,0.05,1.29,0.09,0.10,0.30,2.23,0.27,0.07,0.49,0.19,4.93,0.98
contig_1396_phanotate_10_geneCall,0.02,0.19,0.09,0.00,0.13,0.72,0.28,0.05,0.10,0.29,8.12,0.99
contig_1396_phanotate_11_geneCall,0.05,0.09,0.15,0.10,0.10,0.11,0.17,0.01,0.11,4.82,4.29,0.71
contig_1396_phanotate_12_geneCall,0.13,0.98,0.27,0.12,0.16,0.13,0.43,0.08,0.14,0.14,7.44,0.99
contig_1396_phanotate_13_geneCall,1.31,0.68,0.15,0.30,0.25,1.15,0.37,0.12,0.41,0.70,4.55,0.98
contig_1396_phanotate_14_geneCall,0.33,0.61,0.40,0.94,0.38,0.46,2.85,0.19,1.97,0.22,1.65,0.44
contig_1396_phanotate_15_geneCall,0.00,0.76,0.01,0.01,0.01,0.06,0.04,0.01,0.02,0.04,9.04,1.00
contig_1396_phanotate_16_geneCall,0.00,0.01,0.00,0.00,0.04,0.01,0.01,0.00,0.00,0.00,9.93,1.00
contig_1396_phanotate_17_geneCall,0.00,0.00,0.00,0.00,0.00,0.47,0.02,0.00,0.01,4.85,4.64,0.71
contig_1396_phanotate_18_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.98,1.00
contig_1396_phanotate_19_geneCall,0.00,0.02,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.01,9.94,1.00
contig_1396_phanotate_20_geneCall,0.16,0.69,0.09,0.16,0.23,0.17,0.15,0.12,0.21,0.07,7.96,0.99
contig_1396_phanotate_21_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.08,9.91,1.00
contig_1396_phanotate_22_geneCall,0.00,0.29,0.00,0.00,0.00,0.54,0.00,0.00,0.02,0.02,9.12,1.00
contig_1396_phanotate_23_geneCall,0.03,0.69,0.01,0.01,0.03,0.13,0.05,0.01,0.06,0.17,8.80,1.00
contig_1396_phanotate_24_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.35,8.64,1.00
contig_1396_phanotate_25_geneCall,0.01,0.07,0.01,0.00,0.01,0.05,0.03,0.01,0.04,0.02,9.74,1.00
contig_1396_phanotate_26_geneCall,0.01,0.02,0.01,0.00,0.02,0.24,0.31,0.05,0.16,0.07,9.11,1.00
contig_1396_phanotate_27_geneCall,0.16,0.20,0.06,0.15,0.11,0.15,0.56,0.09,0.48,0.12,7.92,0.99
contig_1396_phanotate_28_geneCall,1.03,3.05,0.21,2.14,0.18,0.27,0.20,0.12,0.33,0.18,2.28,0.09
contig_1396_phanotate_29_geneCall,0.01,0.05,0.00,0.00,0.03,0.04,0.04,0.01,0.01,1.18,8.63,1.00
contig_1396_phanotate_30_geneCall,0.14,0.26,0.16,0.05,0.07,7.03,0.34,0.11,0.27,0.27,1.30,0.98
contig_1396_phanotate_31_geneCall,0.17,2.82,0.31,0.15,0.24,0.25,0.45,0.12,0.26,1.70,3.52,0.97
contig_1396_phanotate_32_geneCall,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.01,9.97,1.00
contig_1396_phanotate_33_geneCall,0.10,2.32,0.28,0.12,0.18,0.38,0.63,0.23,0.12,0.12,5.53,0.98
contig_1396_phanotate_34_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_1396_phanotate_35_geneCall,0.01,0.04,0.02,0.01,0.04,0.04,0.06,0.01,0.07,0.03,9.66,1.00
contig_1396_phanotate_36_geneCall,0.01,0.27,0.05,0.01,0.01,0.03,0.04,0.01,0.04,0.12,9.41,1.00
contig_1396_phanotate_37_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,9.97,1.00
contig_1396_phanotate_38_geneCall,0.04,0.30,0.10,0.08,0.14,0.06,0.35,0.06,0.24,0.04,8.57,1.00
contig_1396_phanotate_39_geneCall,2.41,0.74,0.09,0.13,0.05,0.08,0.22,0.18,0.29,0.66,5.15,0.98
contig_1396_phanotate_40_geneCall,0.01,0.06,0.02,0.03,0.03,0.01,0.05,0.03,0.04,1.19,8.54,0.99
contig_1396_phanotate_41_geneCall,0.00,0.04,0.01,0.00,0.05,0.02,0.10,0.01,0.15,0.01,9.61,1.00
contig_1396_phanotate_42_geneCall,0.14,2.01,0.56,2.69,0.42,0.03,0.93,0.15,0.15,0.03,2.89,0.96
contig_1396_phanotate_43_geneCall,0.06,0.02,0.15,0.00,0.05,0.04,0.10,0.01,0.40,0.05,9.13,1.00
contig_1396_phanotate_44_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1396_phanotate_45_geneCall,0.03,0.16,0.04,0.03,0.17,0.05,0.56,0.04,0.25,0.06,8.61,1.00
contig_1396_phanotate_46_geneCall,0.08,0.11,2.02,0.31,0.14,0.08,0.50,0.29,0.20,0.15,6.12,0.98
contig_1396_phanotate_47_geneCall,0.14,2.01,0.56,2.69,0.42,0.03,0.93,0.15,0.15,0.03,2.89,0.96
contig_1396_phanotate_48_geneCall,0.00,0.04,0.01,0.00,0.05,0.02,0.10,0.01,0.15,0.01,9.61,1.00
contig_1396_phanotate_49_geneCall,0.01,0.06,0.02,0.03,0.03,0.01,0.05,0.03,0.04,1.19,8.54,0.99
contig_1396_phanotate_50_geneCall,2.41,0.74,0.09,0.13,0.05,0.08,0.22,0.18,0.29,0.66,5.15,0.98
contig_1396_phanotate_51_geneCall,0.01,0.07,0.01,0.02,0.03,0.17,0.07,0.28,0.22,0.07,9.06,1.00
contig_1403_phanotate_1_geneCall,0.40,0.21,0.22,0.61,1.13,1.97,0.76,0.77,0.62,0.87,2.45,0.96
contig_1403_phanotate_2_geneCall,0.43,0.65,3.98,0.82,0.37,0.31,1.61,0.33,0.19,0.24,1.06,0.81
contig_1403_phanotate_3_geneCall,0.63,0.46,0.44,0.54,0.59,0.54,1.06,0.32,0.41,1.61,3.40,0.97
contig_1403_phanotate_4_geneCall,1.13,1.45,1.99,0.73,0.70,0.56,0.97,0.48,0.44,0.21,1.32,0.71
contig_1403_phanotate_5_geneCall,0.30,0.63,0.36,0.96,0.37,0.76,1.11,0.33,0.85,0.40,3.92,0.97
contig_1403_phanotate_6_geneCall,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,9.94,1.00
contig_1403_phanotate_7_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.05,9.92,1.00
contig_1403_phanotate_8_geneCall,0.06,0.04,0.32,0.04,0.02,0.42,0.17,0.08,0.65,0.17,8.03,0.99
contig_1403_phanotate_9_geneCall,0.01,0.30,0.06,0.08,0.07,0.17,0.05,0.02,0.19,0.02,9.03,1.00
contig_1403_phanotate_10_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,9.97,1.00
contig_1403_phanotate_11_geneCall,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.05,0.00,9.92,1.00
contig_1403_phanotate_12_geneCall,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.02,0.47,9.43,1.00
contig_1403_phanotate_13_geneCall,1.66,0.47,0.24,0.07,0.06,0.06,0.16,0.13,0.28,1.08,5.80,0.98
contig_1403_phanotate_14_geneCall,0.00,0.00,0.01,0.00,0.00,1.26,0.01,0.00,0.06,0.01,8.65,1.00
contig_1403_phanotate_15_geneCall,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,9.96,1.00
contig_1403_phanotate_16_geneCall,0.03,0.05,0.03,0.01,0.02,0.01,0.07,0.01,0.02,0.01,9.73,1.00
contig_1403_phanotate_17_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.98,1.00
contig_1403_phanotate_18_geneCall,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,9.98,1.00
contig_1403_phanotate_19_geneCall,0.16,0.62,0.28,0.27,0.26,1.97,0.19,0.11,0.19,3.59,2.38,0.64
contig_1403_phanotate_20_geneCall,0.00,0.02,0.00,0.00,0.00,0.02,0.01,0.00,0.01,0.10,9.82,1.00
contig_1403_phanotate_21_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,9.96,1.00
contig_1403_phanotate_22_geneCall,0.01,0.05,0.04,0.02,0.14,0.06,0.04,0.01,0.05,0.10,9.48,1.00
contig_1403_phanotate_23_geneCall,0.00,0.01,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,9.97,1.00
contig_1403_phanotate_24_geneCall,0.00,1.88,0.00,0.01,0.28,0.13,0.09,0.00,0.00,0.01,7.59,0.99
contig_1403_phanotate_25_geneCall,0.00,0.02,0.00,0.00,0.00,0.02,0.01,0.00,0.01,0.10,9.82,1.00
contig_1403_phanotate_26_geneCall,0.16,0.62,0.28,0.27,0.26,1.97,0.19,0.11,0.19,3.59,2.38,0.64
contig_1403_phanotate_27_geneCall,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,9.98,1.00
contig_1403_phanotate_28_geneCall,0.00,0.11,0.02,0.02,0.05,0.00,0.03,0.01,0.01,0.01,9.73,1.00
contig_1403_phanotate_29_geneCall,0.00,0.41,0.00,0.00,0.05,0.04,0.02,0.00,0.02,1.15,8.31,0.99
contig_1403_phanotate_30_geneCall,0.01,0.04,0.00,0.01,0.01,0.02,0.03,0.04,0.01,0.01,9.83,1.00
contig_1403_phanotate_31_geneCall,0.00,0.00,0.01,0.00,0.00,1.26,0.01,0.00,0.06,0.01,8.65,1.00
contig_1403_phanotate_32_geneCall,0.57,0.24,0.15,0.10,0.06,0.03,0.21,0.06,0.26,0.77,7.54,0.99
contig_1403_phanotate_33_geneCall,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,9.93,1.00
contig_1403_phanotate_34_geneCall,0.00,0.02,0.01,0.00,0.03,0.00,0.03,0.01,0.00,0.03,9.87,1.00
contig_1403_phanotate_35_geneCall,0.00,0.10,0.01,0.01,0.00,0.01,0.02,0.00,0.02,0.08,9.74,1.00
contig_1403_phanotate_36_geneCall,0.14,0.55,0.11,4.39,0.15,0.22,0.26,0.12,0.26,0.27,3.54,0.76
contig_1403_phanotate_37_geneCall,0.53,0.97,3.31,0.68,0.43,0.43,1.19,0.27,0.73,0.21,1.25,0.78
contig_1404_phanotate_1_geneCall,0.04,0.29,0.03,0.03,0.18,0.22,0.16,0.04,0.13,0.20,8.68,1.00
contig_1404_phanotate_2_geneCall,0.11,1.06,0.17,0.09,0.17,0.38,0.39,0.11,0.62,0.36,6.55,0.98
contig_1404_phanotate_3_geneCall,0.11,2.40,0.26,0.06,0.20,0.44,0.69,0.13,0.11,0.14,5.45,0.98
contig_1404_phanotate_4_geneCall,0.12,0.59,0.44,1.38,0.47,1.37,0.52,0.17,0.33,0.86,3.75,0.97
contig_1404_phanotate_5_geneCall,0.01,0.75,0.01,0.00,0.03,0.01,0.08,0.01,0.02,0.15,8.93,1.00
contig_1404_phanotate_6_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1404_phanotate_7_geneCall,0.06,0.38,0.05,0.02,0.08,0.25,0.33,0.06,0.11,0.62,8.05,0.99
contig_1404_phanotate_8_geneCall,0.02,0.16,0.11,0.04,0.07,0.03,0.17,0.06,0.04,0.03,9.28,1.00
contig_1404_phanotate_9_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_1404_phanotate_10_geneCall,0.02,1.45,0.07,0.04,0.05,0.82,0.08,0.03,0.12,0.27,7.04,0.99
contig_1425_phanotate_1_geneCall,0.76,0.82,0.47,0.32,0.48,0.39,1.01,0.17,0.51,0.67,4.39,0.98
contig_1425_phanotate_2_geneCall,0.38,2.52,0.53,0.12,0.23,0.39,0.40,0.15,0.12,1.87,3.29,0.97
contig_1425_phanotate_3_geneCall,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.57,9.43,1.00
contig_1425_phanotate_4_geneCall,0.00,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.08,9.88,1.00
contig_1425_phanotate_5_geneCall,0.34,0.39,0.09,0.38,0.37,0.18,0.38,0.07,0.12,0.50,7.19,0.99
contig_1425_phanotate_6_geneCall,0.03,0.14,0.10,0.06,0.08,0.12,0.23,0.05,0.30,0.06,8.83,1.00
contig_1425_phanotate_7_geneCall,0.00,0.02,0.01,0.01,0.06,0.04,0.10,0.00,0.01,0.11,9.64,1.00
contig_1425_phanotate_8_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1425_phanotate_9_geneCall,0.03,0.10,0.02,0.02,0.05,0.02,0.05,0.01,0.04,0.18,9.47,1.00
contig_1425_phanotate_10_geneCall,0.04,0.18,0.08,0.08,0.09,0.42,0.15,0.03,0.10,0.07,8.77,1.00
contig_1425_phanotate_11_geneCall,0.10,0.48,0.08,0.02,0.06,1.64,0.16,0.08,0.33,1.12,5.93,0.98
contig_1425_phanotate_12_geneCall,0.04,0.16,0.02,0.01,0.03,0.02,0.02,0.01,0.02,0.20,9.47,1.00
contig_1425_phanotate_13_geneCall,0.03,0.19,0.03,0.09,0.06,0.07,0.04,0.01,0.03,0.11,9.33,1.00
contig_1425_phanotate_14_geneCall,0.33,1.03,0.61,0.41,0.44,0.58,0.80,0.22,0.61,0.49,4.48,0.98
contig_1425_phanotate_15_geneCall,0.27,0.66,2.67,0.28,0.48,0.48,1.38,0.37,0.63,0.32,2.45,0.75
contig_1425_phanotate_16_geneCall,0.00,0.02,0.00,0.00,0.01,0.04,0.05,0.00,0.00,0.04,9.83,1.00
contig_1425_phanotate_17_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1431_phanotate_1_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1431_phanotate_2_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1431_phanotate_3_geneCall,0.00,0.03,0.00,0.00,0.01,0.04,0.02,0.00,0.03,0.01,9.86,1.00
contig_1431_phanotate_4_geneCall,0.00,0.04,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.01,9.92,1.00
contig_1431_phanotate_5_geneCall,0.10,0.40,0.18,0.12,0.19,1.36,0.27,0.07,0.27,0.36,6.70,0.98
contig_1431_phanotate_6_geneCall,0.03,2.31,0.06,0.02,0.08,0.05,0.07,0.03,0.13,1.97,5.24,0.98
contig_1431_phanotate_7_geneCall,0.07,0.61,0.01,0.01,0.03,0.24,0.09,0.13,0.11,1.03,7.68,0.99
contig_1431_phanotate_8_geneCall,0.00,0.01,0.00,0.00,0.02,0.01,0.02,0.01,0.04,4.12,5.75,0.98
contig_1431_phanotate_9_geneCall,0.01,0.34,0.01,0.02,0.02,0.12,0.06,0.00,0.14,0.03,9.23,1.00
contig_1431_phanotate_10_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.75,9.20,1.00
contig_1431_phanotate_11_geneCall,0.00,0.04,0.00,0.00,0.00,0.06,0.01,0.00,0.00,4.91,4.99,0.98
contig_1431_phanotate_12_geneCall,0.00,0.01,0.02,0.00,0.00,0.01,0.00,0.00,0.00,7.46,2.50,0.89
contig_1431_phanotate_13_geneCall,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,4.54,5.45,0.98
contig_1431_phanotate_14_geneCall,0.00,0.10,0.00,0.08,0.00,0.06,0.03,0.00,0.00,3.27,6.44,0.98
contig_1431_phanotate_15_geneCall,0.00,0.03,0.02,1.31,1.53,0.45,0.02,0.02,0.02,0.09,6.51,0.98
contig_1431_phanotate_16_geneCall,0.01,0.14,0.00,0.01,0.03,0.10,0.02,0.00,0.01,0.09,9.58,1.00
contig_1431_phanotate_17_geneCall,0.04,1.80,0.56,0.02,0.30,0.07,0.10,0.02,0.03,0.11,6.95,0.99
contig_1431_phanotate_18_geneCall,0.35,3.97,0.27,0.18,0.72,0.58,0.50,0.10,0.27,0.35,2.69,0.12
contig_1431_phanotate_19_geneCall,0.00,0.16,0.23,0.00,0.11,0.64,0.10,0.00,0.01,2.08,6.66,0.98
contig_1431_phanotate_20_geneCall,0.03,0.19,0.08,0.07,0.24,0.06,0.54,0.01,0.45,0.03,8.29,0.99
contig_1431_phanotate_21_geneCall,0.02,0.86,0.06,0.01,0.11,0.04,0.13,0.01,0.29,0.06,8.42,0.99
contig_1431_phanotate_22_geneCall,0.01,0.24,0.00,0.00,0.00,0.03,0.00,0.01,0.00,0.14,9.57,1.00
contig_1431_phanotate_23_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_1431_phanotate_24_geneCall,0.06,0.53,0.09,0.00,0.20,0.04,0.03,0.00,0.01,0.14,8.90,1.00
contig_1431_phanotate_25_geneCall,0.00,0.04,0.02,0.00,0.12,0.02,0.02,0.00,0.13,1.52,8.13,0.99
contig_1431_phanotate_26_geneCall,0.00,0.04,0.00,0.00,0.01,0.01,0.02,0.00,0.02,0.03,9.86,1.00
contig_1431_phanotate_27_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_1431_phanotate_28_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,9.49,1.00
contig_1431_phanotate_29_geneCall,0.20,0.67,0.71,0.08,0.58,0.06,2.58,0.07,0.12,0.38,4.55,0.98
contig_1431_phanotate_30_geneCall,0.06,0.49,0.29,0.38,0.35,0.07,0.27,0.39,0.04,0.65,7.01,0.99
contig_1431_phanotate_31_geneCall,0.00,0.01,0.05,0.06,1.67,0.01,0.11,0.00,0.01,6.17,1.90,0.83
contig_1431_phanotate_32_geneCall,0.00,0.04,0.00,0.11,0.01,0.04,0.05,0.01,0.03,0.02,9.69,1.00
contig_1431_phanotate_33_geneCall,0.00,0.02,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,8.99,1.00
contig_1431_phanotate_34_geneCall,0.13,1.68,0.04,0.06,0.11,0.28,0.18,0.04,0.08,0.82,6.60,0.98
contig_1431_phanotate_35_geneCall,0.79,0.17,1.51,0.04,1.55,0.15,0.47,0.05,0.10,3.56,1.60,0.64
contig_1431_phanotate_36_geneCall,0.54,0.38,4.02,0.65,0.21,0.06,0.98,0.50,0.50,1.12,1.04,0.81
contig_1431_phanotate_37_geneCall,0.00,0.01,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,9.95,1.00
contig_1431_phanotate_38_geneCall,0.33,0.47,0.59,0.23,0.26,0.48,2.46,0.17,1.78,2.20,1.02,0.40
contig_1431_phanotate_39_geneCall,0.00,0.09,0.03,0.04,0.05,0.02,0.08,0.01,0.06,2.09,7.52,0.99
contig_1431_phanotate_40_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,9.41,1.00
contig_1431_phanotate_41_geneCall,0.01,0.13,0.05,0.01,0.03,0.02,0.06,0.01,0.16,0.15,9.38,1.00
contig_1431_phanotate_42_geneCall,0.12,0.13,1.58,0.04,0.42,1.86,0.71,0.03,0.60,0.51,4.00,0.97
contig_1431_phanotate_43_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1431_phanotate_44_geneCall,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.97,1.00
contig_1431_phanotate_45_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.98,1.00
contig_1431_phanotate_46_geneCall,0.00,0.01,0.02,0.00,0.01,0.00,0.03,0.01,0.01,0.01,9.89,1.00
contig_1431_phanotate_47_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1431_phanotate_48_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1431_phanotate_49_geneCall,0.00,0.00,0.01,0.02,0.13,0.00,0.02,0.02,0.12,0.00,9.67,1.00
contig_1431_phanotate_50_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1431_phanotate_51_geneCall,0.01,0.06,0.03,0.00,0.02,0.20,0.04,0.00,0.03,0.07,9.53,1.00
contig_1431_phanotate_52_geneCall,0.00,0.43,0.01,0.00,0.00,0.18,0.01,0.00,0.01,0.19,9.17,1.00
contig_1431_phanotate_53_geneCall,0.11,0.54,4.94,0.89,0.22,0.21,0.19,0.03,0.05,1.25,1.57,0.87
contig_1431_phanotate_54_geneCall,0.25,0.56,0.41,2.07,1.72,0.57,1.97,0.30,0.42,0.30,1.42,0.56
contig_1431_phanotate_55_geneCall,0.67,0.70,0.86,1.72,1.06,0.41,0.57,1.62,0.47,0.88,1.03,0.55
contig_1431_phanotate_56_geneCall,0.14,0.59,4.20,0.24,0.30,0.47,1.27,0.25,0.32,0.82,1.40,0.84
contig_1431_phanotate_57_geneCall,0.03,0.17,0.04,0.04,0.03,3.51,0.13,0.03,0.05,0.07,5.90,0.98
contig_1431_phanotate_58_geneCall,0.18,1.18,0.14,0.06,0.24,1.64,0.83,0.07,0.25,0.41,4.98,0.98
contig_1431_phanotate_59_geneCall,0.06,2.19,0.03,0.01,0.13,0.14,0.12,0.02,0.01,0.40,6.90,0.99
contig_1431_phanotate_60_geneCall,0.32,2.02,0.38,0.90,0.12,1.00,0.40,0.27,0.34,0.41,3.84,0.97
contig_1431_phanotate_61_geneCall,0.09,0.57,0.29,0.05,0.15,2.51,0.19,0.07,0.15,0.20,5.73,0.98
contig_1431_phanotate_62_geneCall,0.20,0.65,0.85,1.78,1.04,0.25,2.91,0.10,0.26,0.78,1.18,0.44
contig_1432_phanotate_1_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1432_phanotate_2_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1432_phanotate_3_geneCall,0.00,0.17,0.01,0.00,0.01,2.36,0.11,0.00,0.03,0.14,7.18,0.99
contig_1432_phanotate_4_geneCall,0.01,0.22,0.04,0.01,0.03,0.12,0.17,0.33,0.04,0.29,8.76,1.00
contig_1432_phanotate_5_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,9.88,1.00
contig_1432_phanotate_6_geneCall,0.00,0.01,0.01,0.00,0.01,0.00,0.03,0.00,0.02,0.01,9.91,1.00
contig_1432_phanotate_7_geneCall,0.01,0.06,0.02,0.03,0.08,0.03,0.08,0.01,0.06,0.04,9.59,1.00
contig_1432_phanotate_8_geneCall,0.29,1.01,0.32,0.78,3.07,0.13,0.40,0.05,0.17,0.19,3.59,0.97
contig_1432_phanotate_9_geneCall,0.14,0.35,1.42,3.33,0.31,0.46,1.52,0.21,0.29,0.23,1.75,0.66
contig_1432_phanotate_10_geneCall,0.00,0.02,0.09,0.02,0.06,0.01,0.12,0.01,0.01,0.05,9.62,1.00
contig_1432_phanotate_11_geneCall,0.02,0.12,0.06,0.12,0.06,0.04,0.11,0.04,0.08,0.09,9.27,1.00
contig_1432_phanotate_12_geneCall,0.02,0.17,0.07,0.01,0.06,0.09,0.10,0.06,0.02,1.67,7.74,0.99
contig_1432_phanotate_13_geneCall,0.00,0.13,0.03,2.39,0.10,0.06,0.18,0.00,0.01,0.04,7.07,0.99
contig_1432_phanotate_14_geneCall,0.58,0.28,0.03,0.14,0.06,1.52,0.12,0.26,0.07,1.10,5.84,0.98
contig_1432_phanotate_15_geneCall,0.03,1.45,0.05,0.03,0.03,0.04,1.45,0.04,1.87,0.18,4.82,0.98
contig_1432_phanotate_16_geneCall,0.25,0.56,0.31,0.51,0.69,0.42,1.25,0.22,0.70,0.34,4.77,0.98
contig_1432_phanotate_17_geneCall,0.02,0.10,0.14,0.24,0.48,0.04,8.29,0.10,0.35,0.02,0.22,0.91
contig_1432_phanotate_18_geneCall,0.75,0.58,0.57,0.37,0.82,2.68,1.39,0.28,0.66,0.59,1.32,0.83
contig_1432_phanotate_19_geneCall,0.47,0.45,3.67,1.30,0.34,0.30,0.39,0.54,0.59,0.98,0.98,0.79
