,Major capsid,Minor capsid,Baseplate,Major tail,Minor tail,Portal,Tail fiber,Tail shaft,Collar,HTJ,Other,Confidence
circular_pair_1656_phanotate_23_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_pair_1769_phanotate_1_geneCall,0.07,0.89,0.18,0.25,4.86,1.75,0.44,0.03,0.08,0.11,1.33,0.85
circular_pair_1769_phanotate_2_geneCall,0.01,0.11,0.02,0.10,0.43,0.01,0.88,0.02,0.14,0.02,8.27,0.99
circular_pair_1769_phanotate_3_geneCall,0.00,0.01,0.00,0.08,4.71,0.05,0.14,0.00,0.01,0.01,4.99,0.98
circular_pair_1769_phanotate_4_geneCall,0.01,0.07,0.03,0.01,0.05,0.02,0.14,0.00,0.04,0.60,9.02,1.00
circular_pair_1769_phanotate_5_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_1769_phanotate_6_geneCall,0.00,0.01,0.01,0.00,0.00,0.00,0.03,0.00,0.00,0.00,9.94,1.00
circular_pair_1769_phanotate_7_geneCall,0.16,0.27,0.16,0.13,0.52,0.26,0.53,0.10,0.35,0.32,7.21,0.99
circular_pair_1769_phanotate_8_geneCall,0.04,0.13,0.01,0.03,5.62,0.57,0.44,0.01,0.16,0.05,2.93,0.88
circular_pair_1769_phanotate_9_geneCall,0.02,0.28,0.04,0.05,0.24,0.33,1.23,0.06,1.56,0.04,6.15,0.98
circular_pair_1769_phanotate_10_geneCall,0.00,0.09,0.00,0.08,8.53,0.00,0.11,0.01,0.12,0.01,1.05,0.96
circular_pair_1769_phanotate_11_geneCall,0.02,0.01,0.08,0.01,0.10,0.02,0.22,0.00,0.65,0.00,8.89,1.00
circular_pair_1769_phanotate_12_geneCall,0.00,0.01,0.00,0.00,0.01,0.00,0.01,0.00,0.01,0.00,9.96,1.00
circular_pair_1769_phanotate_13_geneCall,0.00,0.02,0.00,0.00,0.00,0.65,0.34,0.00,0.17,0.03,8.79,1.00
circular_pair_1769_phanotate_14_geneCall,0.00,0.04,0.04,0.04,0.74,0.14,0.35,0.03,0.06,0.02,8.54,0.99
circular_pair_1769_phanotate_15_geneCall,0.04,0.10,0.07,0.04,0.39,0.07,0.70,0.03,0.41,0.09,8.06,0.99
circular_pair_1769_phanotate_16_geneCall,0.00,0.00,0.00,0.00,0.44,0.00,0.16,0.00,0.01,0.01,9.36,1.00
circular_pair_1769_phanotate_17_geneCall,0.02,0.20,0.19,0.07,0.16,0.06,0.64,0.04,0.08,0.12,8.43,0.99
circular_pair_1769_phanotate_18_geneCall,0.00,0.01,0.01,0.00,0.05,0.02,0.06,0.00,0.06,0.03,9.76,1.00
circular_pair_1769_phanotate_19_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_1769_phanotate_20_geneCall,0.03,0.31,0.08,0.02,0.11,0.81,0.51,0.02,0.06,0.25,7.80,0.99
circular_pair_1769_phanotate_21_geneCall,0.00,0.03,0.00,0.00,0.29,0.02,0.08,0.00,0.01,0.02,9.56,1.00
circular_pair_1769_phanotate_22_geneCall,0.00,0.08,0.01,0.00,0.09,0.00,0.08,0.00,0.00,0.00,9.73,1.00
circular_pair_1769_phanotate_23_geneCall,0.01,1.26,0.06,0.01,0.03,0.04,0.12,0.03,0.04,0.05,8.35,0.99
circular_pair_1769_phanotate_24_geneCall,0.01,0.17,0.14,0.03,2.09,0.06,0.46,0.01,0.13,0.04,6.87,0.99
circular_pair_1769_phanotate_25_geneCall,0.01,0.19,0.11,0.12,0.14,0.13,0.61,0.01,0.70,0.07,7.91,0.99
circular_pair_1769_phanotate_26_geneCall,0.00,0.01,0.00,0.00,0.31,0.03,0.01,0.00,0.01,0.00,9.62,1.00
circular_pair_1769_phanotate_27_geneCall,0.00,0.00,0.00,0.03,0.01,0.00,0.01,0.00,0.00,0.00,9.95,1.00
circular_pair_1769_phanotate_28_geneCall,0.00,0.02,0.02,0.00,0.01,0.16,0.03,0.00,0.07,0.01,9.68,1.00
circular_pair_1769_phanotate_29_geneCall,0.01,0.07,0.04,0.02,0.09,0.13,0.17,0.01,0.05,0.01,9.41,1.00
circular_pair_1769_phanotate_30_geneCall,0.00,0.00,0.00,0.00,0.00,4.05,0.00,0.00,0.00,0.00,5.94,0.98
circular_pair_1769_phanotate_31_geneCall,0.00,0.11,0.01,0.02,0.07,0.02,0.74,0.01,0.15,0.07,8.79,1.00
circular_pair_1976_phanotate_1_geneCall,0.00,0.01,0.01,0.00,0.01,0.01,0.03,0.00,0.01,0.11,9.81,1.00
circular_pair_1976_phanotate_2_geneCall,0.10,0.12,0.09,0.03,0.15,0.10,0.20,0.06,0.34,0.60,8.20,0.99
circular_pair_1976_phanotate_3_geneCall,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.97,1.00
circular_pair_1976_phanotate_4_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_1976_phanotate_5_geneCall,0.22,0.25,0.32,0.25,1.58,0.20,0.92,0.14,0.57,0.33,5.22,0.98
circular_pair_1976_phanotate_6_geneCall,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.97,1.00
circular_pair_1976_phanotate_7_geneCall,0.00,0.01,0.00,0.04,0.02,0.00,0.01,0.00,0.00,0.01,9.90,1.00
circular_pair_1976_phanotate_8_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_1976_phanotate_9_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_pair_1976_phanotate_10_geneCall,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.00,0.04,0.01,9.80,1.00
circular_pair_1976_phanotate_11_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_1976_phanotate_12_geneCall,0.02,0.06,0.04,0.04,0.27,0.04,0.27,0.02,0.23,0.05,8.96,1.00
circular_pair_1976_phanotate_13_geneCall,0.08,1.00,0.68,0.03,0.18,0.25,0.29,0.05,0.45,0.82,6.17,0.98
circular_pair_1976_phanotate_14_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_1976_phanotate_15_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_pair_1976_phanotate_16_geneCall,0.00,0.01,0.00,0.00,0.04,0.00,0.04,0.00,0.01,0.01,9.88,1.00
circular_pair_1976_phanotate_17_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_1976_phanotate_18_geneCall,0.00,0.09,0.00,0.00,0.02,0.02,0.02,0.00,0.02,0.09,9.73,1.00
circular_pair_1976_phanotate_19_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_pair_1976_phanotate_20_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_1976_phanotate_21_geneCall,0.00,0.04,0.01,0.00,0.00,0.02,0.02,0.00,0.01,0.01,9.89,1.00
circular_pair_1976_phanotate_22_geneCall,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.97,1.00
circular_pair_1976_phanotate_23_geneCall,0.48,0.42,0.29,0.23,1.26,0.21,0.86,0.18,0.55,0.31,5.22,0.98
circular_pair_1976_phanotate_24_geneCall,0.00,0.01,0.01,0.00,0.02,0.01,0.07,0.01,0.02,0.04,9.80,1.00
circular_pair_1976_phanotate_25_geneCall,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.00,0.01,9.94,1.00
circular_pair_1976_phanotate_26_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_1976_phanotate_27_geneCall,0.02,0.08,0.03,0.06,1.20,0.08,0.61,0.03,0.18,0.10,7.60,0.99
circular_pair_1976_phanotate_28_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_pair_1976_phanotate_29_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_pair_1976_phanotate_30_geneCall,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.00,0.01,9.94,1.00
circular_pair_1976_phanotate_31_geneCall,0.00,0.03,0.02,0.00,0.03,0.00,0.03,0.00,0.03,0.06,9.78,1.00
circular_pair_2015_phanotate_1_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_2015_phanotate_2_geneCall,0.00,0.02,0.01,0.01,0.01,0.00,0.01,0.00,0.06,0.00,9.87,1.00
circular_pair_2015_phanotate_3_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,9.96,1.00
circular_pair_2015_phanotate_4_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.98,1.00
circular_pair_2015_phanotate_5_geneCall,0.00,0.15,0.03,0.01,0.04,0.00,0.04,0.00,0.01,0.04,9.67,1.00
circular_pair_2015_phanotate_6_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.98,1.00
circular_pair_2015_phanotate_7_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_pair_2015_phanotate_8_geneCall,0.00,0.01,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.01,9.95,1.00
circular_pair_2015_phanotate_9_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,9.98,1.00
circular_pair_2015_phanotate_10_geneCall,0.11,0.36,0.17,0.09,0.17,0.16,0.33,0.08,0.30,0.12,8.11,0.99
circular_pair_2015_phanotate_11_geneCall,0.02,0.15,0.41,0.09,0.06,0.02,0.52,0.02,0.23,0.11,8.38,0.99
circular_pair_2015_phanotate_12_geneCall,0.00,0.14,0.03,0.01,0.09,0.24,0.45,0.01,0.04,0.03,8.95,1.00
circular_pair_2015_phanotate_13_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_2015_phanotate_14_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_2015_phanotate_15_geneCall,0.01,0.09,0.13,0.02,0.15,0.03,0.07,0.01,0.01,0.03,9.45,1.00
circular_pair_2015_phanotate_16_geneCall,0.00,0.17,0.06,0.02,0.12,0.03,0.10,0.01,0.01,0.26,9.22,1.00
circular_pair_2015_phanotate_17_geneCall,0.00,0.02,0.01,0.01,0.53,0.05,0.81,0.00,0.04,3.52,5.01,0.98
circular_pair_2015_phanotate_18_geneCall,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,9.98,1.00
circular_pair_2015_phanotate_19_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,9.95,1.00
circular_pair_2015_phanotate_20_geneCall,0.02,0.33,0.03,0.02,0.29,0.04,0.24,0.01,0.07,0.04,8.92,1.00
circular_pair_2015_phanotate_21_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_2015_phanotate_22_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_2015_phanotate_23_geneCall,0.01,0.21,0.01,0.01,0.09,0.02,0.04,0.01,0.02,0.02,9.58,1.00
circular_pair_2015_phanotate_24_geneCall,0.00,0.04,1.94,0.00,0.45,0.01,0.04,0.00,0.01,2.87,4.63,0.98
circular_pair_2015_phanotate_25_geneCall,0.02,0.13,0.02,0.00,0.01,0.04,0.10,0.01,0.49,0.01,9.18,1.00
circular_pair_2015_phanotate_26_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.98,1.00
circular_pair_2015_phanotate_27_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_2015_phanotate_28_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_2015_phanotate_29_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_2015_phanotate_30_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,9.72,1.00
circular_pair_2015_phanotate_31_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_2015_phanotate_32_geneCall,0.00,0.01,0.02,0.00,0.01,0.01,0.01,0.00,0.00,0.00,9.94,1.00
circular_pair_2015_phanotate_33_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_2015_phanotate_34_geneCall,0.00,0.08,0.01,0.01,0.01,0.00,0.17,0.00,0.01,0.02,9.70,1.00
circular_pair_2015_phanotate_35_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_2015_phanotate_36_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,9.95,1.00
circular_pair_2015_phanotate_37_geneCall,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.96,1.00
circular_pair_2015_phanotate_38_geneCall,0.00,0.06,0.01,0.01,0.05,0.01,0.03,0.00,0.01,0.54,9.29,1.00
circular_pair_2015_phanotate_39_geneCall,0.01,1.64,1.80,0.02,0.11,0.13,0.19,0.01,0.04,0.09,5.96,0.98
circular_pair_2015_phanotate_40_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_2015_phanotate_41_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_2015_phanotate_42_geneCall,0.00,0.09,0.01,0.00,0.02,0.01,0.01,0.00,0.00,0.20,9.65,1.00
circular_pair_2015_phanotate_43_geneCall,0.04,0.41,0.81,0.03,0.08,0.10,0.43,0.05,0.06,4.05,3.94,0.66
circular_pair_2015_phanotate_44_geneCall,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,9.97,1.00
circular_pair_2015_phanotate_45_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,9.96,1.00
circular_pair_2015_phanotate_46_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_pair_2015_phanotate_47_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_2015_phanotate_48_geneCall,0.00,0.02,0.01,0.00,0.00,0.00,0.03,0.00,0.03,0.01,9.88,1.00
circular_pair_2015_phanotate_49_geneCall,0.00,0.01,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,9.95,1.00
circular_pair_2015_phanotate_50_geneCall,0.03,0.43,0.02,0.01,0.02,0.04,0.18,0.00,0.06,0.11,9.10,1.00
circular_pair_2015_phanotate_51_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_2015_phanotate_52_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_2015_phanotate_53_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_2015_phanotate_54_geneCall,0.01,1.08,0.08,0.16,0.07,0.36,0.13,0.02,0.93,0.10,7.07,0.99
circular_pair_2015_phanotate_55_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_2015_phanotate_56_geneCall,0.02,0.86,0.03,0.21,0.32,0.02,0.08,0.02,0.04,0.16,8.25,0.99
circular_pair_2015_phanotate_57_geneCall,0.00,0.09,0.00,0.00,0.00,0.00,0.16,0.01,1.21,0.01,8.50,0.99
circular_pair_2015_phanotate_58_geneCall,0.00,0.04,0.01,0.00,0.07,0.00,0.13,0.00,0.01,0.99,8.75,1.00
circular_pair_2015_phanotate_59_geneCall,0.01,0.15,0.05,0.02,0.03,0.19,0.15,0.01,0.11,0.16,9.12,1.00
circular_pair_2015_phanotate_60_geneCall,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,9.97,1.00
circular_pair_2015_phanotate_61_geneCall,0.06,0.52,0.19,0.14,0.15,0.46,0.26,0.12,1.25,0.12,6.73,0.98
circular_pair_2015_phanotate_62_geneCall,0.15,1.31,0.16,0.24,0.21,0.13,1.14,0.09,0.19,0.10,6.27,0.98
circular_pair_2015_phanotate_63_geneCall,0.03,0.33,0.05,0.01,0.34,0.05,0.18,0.01,0.04,1.06,7.89,0.99
circular_pair_2015_phanotate_64_geneCall,0.02,0.29,0.14,0.15,0.29,0.38,0.87,0.00,0.10,0.05,7.70,0.99
circular_pair_2015_phanotate_65_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_2015_phanotate_66_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_pair_2015_phanotate_67_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_pair_2015_phanotate_68_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,9.96,1.00
circular_pair_2015_phanotate_69_geneCall,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.95,1.00
circular_pair_2015_phanotate_70_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_2015_phanotate_71_geneCall,0.00,0.04,0.01,0.00,0.00,0.01,0.01,0.00,0.01,0.03,9.89,1.00
circular_pair_2015_phanotate_72_geneCall,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.02,0.02,9.94,1.00
circular_pair_2015_phanotate_73_geneCall,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.64,1.00
circular_pair_2015_phanotate_74_geneCall,0.00,0.06,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.05,9.87,1.00
circular_pair_2015_phanotate_75_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_2015_phanotate_76_geneCall,0.00,0.02,0.02,0.00,0.01,0.01,0.03,0.01,0.01,0.01,9.88,1.00
circular_pair_2015_phanotate_77_geneCall,0.00,0.01,0.02,0.00,0.01,0.01,0.01,0.00,0.01,0.88,9.06,1.00
circular_pair_2015_phanotate_78_geneCall,0.00,0.07,0.02,0.01,0.09,0.01,0.14,0.29,0.02,0.01,9.33,1.00
circular_pair_2015_phanotate_79_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,9.97,1.00
circular_pair_2015_phanotate_80_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_2015_phanotate_81_geneCall,0.00,0.32,0.06,0.09,0.03,0.01,0.10,0.00,0.03,0.04,9.34,1.00
circular_pair_2015_phanotate_82_geneCall,0.00,0.32,0.00,0.01,0.02,0.18,0.09,0.00,0.02,0.09,9.27,1.00
circular_pair_2015_phanotate_83_geneCall,0.03,0.08,0.05,0.02,0.14,0.70,0.12,0.12,0.17,0.20,8.35,0.99
circular_pair_2015_phanotate_84_geneCall,0.02,2.04,0.02,0.26,0.12,1.31,0.30,0.01,0.56,0.03,5.35,0.98
circular_pair_2015_phanotate_85_geneCall,0.02,0.11,0.07,0.03,0.01,0.01,0.18,0.01,0.19,0.03,9.34,1.00
circular_pair_2015_phanotate_86_geneCall,0.02,0.01,0.00,0.01,0.00,0.01,0.01,0.00,0.02,8.68,1.24,0.95
circular_pair_2015_phanotate_87_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_2015_phanotate_88_geneCall,0.00,0.03,0.00,0.00,0.02,0.02,0.01,0.00,0.03,0.01,9.86,1.00
circular_pair_2015_phanotate_89_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_pair_2015_phanotate_90_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_2015_phanotate_91_geneCall,0.02,0.07,0.05,0.02,0.12,0.16,0.44,0.01,0.67,1.95,6.48,0.98
circular_pair_2015_phanotate_92_geneCall,0.00,0.02,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.32,9.63,1.00
circular_pair_2015_phanotate_93_geneCall,0.01,2.60,0.01,0.04,0.06,1.72,0.09,0.02,0.01,0.10,5.33,0.98
circular_pair_2015_phanotate_94_geneCall,0.00,0.03,0.01,0.00,0.01,0.00,0.01,0.00,0.04,0.00,9.90,1.00
circular_pair_2015_phanotate_95_geneCall,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.01,9.88,1.00
circular_pair_2015_phanotate_96_geneCall,0.10,2.43,0.82,0.20,0.31,0.90,0.63,0.16,0.31,0.68,3.47,0.97
circular_pair_2015_phanotate_97_geneCall,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,9.98,1.00
circular_pair_2015_phanotate_98_geneCall,0.19,2.13,0.30,0.06,0.25,0.55,0.51,0.09,0.35,0.95,4.63,0.98
circular_pair_2015_phanotate_99_geneCall,0.00,0.02,0.00,0.00,0.00,0.01,0.02,0.00,0.00,0.00,9.94,1.00
circular_pair_2015_phanotate_100_geneCall,0.00,0.04,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,9.94,1.00
circular_pair_2015_phanotate_101_geneCall,0.00,0.04,0.02,0.00,0.00,0.01,0.07,0.00,0.01,0.03,9.82,1.00
circular_pair_2015_phanotate_102_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,9.98,1.00
circular_pair_2015_phanotate_103_geneCall,0.01,0.39,0.04,0.01,0.03,0.06,0.17,0.01,0.01,0.02,9.26,1.00
circular_pair_2015_phanotate_104_geneCall,0.00,0.07,0.00,0.00,0.00,0.01,0.07,0.00,0.01,3.21,6.63,0.98
circular_pair_2015_phanotate_105_geneCall,0.07,0.40,0.02,0.01,0.09,2.21,0.26,0.03,0.28,0.14,6.49,0.98
circular_pair_2015_phanotate_106_geneCall,0.01,0.74,0.00,0.01,0.02,0.01,0.11,0.02,0.01,0.15,8.92,1.00
circular_pair_2015_phanotate_107_geneCall,0.02,4.06,0.13,0.03,0.05,0.10,0.07,0.02,0.02,0.10,5.39,0.98
circular_pair_2015_phanotate_108_geneCall,0.00,0.07,0.01,0.00,0.07,0.54,0.04,0.01,0.04,1.05,8.17,0.99
circular_pair_2015_phanotate_109_geneCall,0.00,1.34,0.00,0.00,0.00,1.59,0.01,0.00,0.00,0.11,6.94,0.99
circular_pair_2015_phanotate_110_geneCall,0.00,0.04,0.00,0.00,0.00,0.02,0.01,0.00,0.00,1.10,8.81,1.00
circular_pair_2015_phanotate_111_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_2015_phanotate_112_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_2015_phanotate_113_geneCall,0.00,1.35,0.00,0.00,0.00,0.08,0.02,0.00,0.00,0.02,8.52,0.99
circular_pair_2015_phanotate_114_geneCall,0.02,0.07,0.05,0.01,0.16,0.44,0.24,0.01,0.17,0.03,8.79,1.00
circular_pair_2015_phanotate_115_geneCall,0.00,0.02,0.01,0.00,0.01,0.05,0.05,0.01,0.43,0.01,9.42,1.00
circular_pair_2015_phanotate_116_geneCall,0.02,0.25,0.03,0.01,0.03,0.40,0.11,0.02,0.08,0.24,8.81,1.00
circular_pair_2015_phanotate_117_geneCall,0.08,0.39,0.09,0.09,0.12,0.03,0.76,0.16,0.17,2.39,5.72,0.98
circular_pair_2015_phanotate_118_geneCall,0.01,0.04,0.04,0.01,0.59,0.02,0.03,0.02,0.01,0.22,9.02,1.00
circular_pair_2015_phanotate_119_geneCall,0.02,0.27,0.01,0.01,0.01,0.01,0.07,0.01,0.10,0.02,9.47,1.00
circular_pair_2015_phanotate_120_geneCall,0.22,4.18,0.18,0.23,0.41,0.79,0.33,0.17,0.14,0.13,3.22,0.12
circular_pair_2090_phanotate_1_geneCall,0.00,0.02,0.00,0.00,0.06,0.00,0.06,0.00,0.18,0.00,9.68,1.00
circular_pair_2090_phanotate_2_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.98,1.00
circular_pair_2090_phanotate_3_geneCall,0.51,1.40,0.55,0.37,0.78,0.52,1.91,0.41,1.28,0.42,1.85,0.36
circular_pair_2090_phanotate_4_geneCall,0.00,0.02,0.03,0.01,0.03,0.01,0.03,0.01,0.01,0.00,9.85,1.00
circular_pair_2090_phanotate_5_geneCall,0.02,0.04,0.03,0.02,0.18,0.50,0.15,0.01,0.05,0.03,8.96,1.00
circular_pair_2090_phanotate_6_geneCall,0.51,1.40,0.55,0.37,0.78,0.52,1.91,0.41,1.28,0.42,1.85,0.36
circular_pair_2090_phanotate_7_geneCall,0.00,0.02,0.03,0.01,0.03,0.01,0.03,0.01,0.01,0.00,9.85,1.00
circular_pair_2090_phanotate_8_geneCall,0.02,0.04,0.01,0.04,0.26,0.23,0.17,0.00,0.03,0.03,9.18,1.00
circular_pair_2162_phanotate_1_geneCall,0.00,0.02,0.00,0.00,0.02,0.01,0.01,0.00,0.01,0.10,9.83,1.00
circular_pair_2162_phanotate_2_geneCall,0.18,0.50,3.46,0.93,0.29,0.23,0.48,0.16,0.20,0.65,2.93,0.78
circular_pair_2162_phanotate_3_geneCall,0.02,0.21,0.09,0.21,0.77,0.13,0.21,0.03,0.14,1.08,7.12,0.99
circular_pair_2162_phanotate_4_geneCall,0.10,0.31,0.04,0.18,0.32,0.89,0.41,0.06,0.10,0.35,7.25,0.99
circular_pair_2162_phanotate_5_geneCall,0.00,0.04,0.01,0.00,0.07,0.01,0.04,0.00,0.01,0.03,9.77,1.00
circular_pair_2162_phanotate_6_geneCall,0.00,0.12,0.00,0.00,0.05,0.01,0.02,0.00,0.00,0.12,9.67,1.00
circular_pair_2162_phanotate_7_geneCall,0.00,0.22,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.27,9.47,1.00
circular_pair_2162_phanotate_8_geneCall,0.00,0.04,0.01,0.00,0.07,0.01,0.04,0.00,0.01,0.03,9.77,1.00
circular_pair_2162_phanotate_9_geneCall,0.10,0.31,0.04,0.18,0.32,0.89,0.41,0.06,0.10,0.35,7.25,0.99
circular_pair_2162_phanotate_10_geneCall,0.02,0.21,0.09,0.21,0.77,0.13,0.21,0.03,0.14,1.08,7.12,0.99
