Genome	Flye.length	Flye.cov	Flye.circ	IsPhage	Vibrant.prediction	Vibrant.type	Vibrant.Quality	Phaster.COMPLETENESS.score	Phaster.SPECIFIC_KEYWORD	Phaster.TOTAL_PROTEIN_NUM	Phaster.PHAGE_HIT_PROTEIN_NUM	Phaster.MOST_COMMON_PHAGE_NAME.hit_genes_count	vHulk.pred	VC	VC.Status	VC.Size	VC.Subcluster	VC.Subcluster.Size	VC.Quality	VC.members			virusTax	jtHost	crisprhit	mattInfo	bonillaInfo	CrisprDB
contig_145	84301	913	N	TRUE	virus	lysogenic	medium quality draft	incomplete(20)	head	23	14	PHAGE_Escher_RCS47_NC_042128(3),PHAGE_Entero_P1_NC_005856(3),PHAGE_Salmon_SJ46_NC_031129(3),PHAGE_Mannhe_vB_MhS_587AP2_NC_028743(1),PHAGE_Shigel_Sf6_NC_005344(1),PHAGE_Pseudo_DL60_NC_028745(1),PHAGE_Salmon_103203_sal5_NC_031946(1),PHAGE_Vibrio_12A4_NC_021068(1),PHAGE_Lactob_JCL1032_NC_019456(1),PHAGE_Gordon_BritBrat_NC_030942(1),PHAGE_Erwini_phiEt88_NC_015295(1),PHAGE_Lactob_jlb1_NC_024206(1),PHAGE_Salmon_118970_sal4_NC_030919(1),PHAGE_Entero_mEpX1_NC_019709(1),PHAGE_Haemop_Aaphi23_NC_004827(1),PHAGE_Pseudo_LBL3_NC_011165(1),PHAGE_Burkho_BcepIL02_NC_012743(1),PHAGE_Entero_phi80_NC_021190(1),PHAGE_Vibrio_ValKK3_NC_028829(1),PHAGE_Vibrio_VvAW1_NC_020488(1),PHAGE_Bacter_B40_8_NC_011222(1),PHAGE_Entero_HK542_NC_019769(1),PHAGE_Pseudo_phi297_NC_016762(1),PHAGE_Pseudo_H66_NC_042342(1),PHAGE_Pseudo_YMC11/07/P54_PAE_BP_NC_030909(1),PHAGE_Rhizob_vB_RleM_P10VF_NC_025429(1),PHAGE_Entero_mEp237_NC_019704(1),PHAGE_Salmon_SPN3UB_NC_019545(1),PHAGE_Entero_phiP27_NC_003356(1),PHAGE_Salmon_SEN34_NC_028699(1),PHAGE_Entero_HK225_NC_019717(1),PHAGE_Pantoe_vB_PagS_Vid5_NC_042120(1),PHAGE_Phage_Gifsy_2_NC_010393(1),PHAGE_Sinorh_phiM9_NC_028676(1),PHAGE_Mycoba_Llama_NC_028923(1),PHAGE_Entero_Sf101_NC_027398(1),PHAGE_Pseudo_F8_NC_007810(1),PHAGE_Salmon_HK620_NC_002730(1),PHAGE_Pseudo_F10_NC_007805(1),PHAGE_Pseudo_PB1_NC_011810(1),PHAGE_Entero_phiEf11_NC_013696(1),PHAGE_Burkho_Bcep176_NC_007497(1),PHAGE_Pseudo_phi2_NC_030931(1),PHAGE_Klebsi_vB_KpnM_KpV52_NC_041900(1),PHAGE_Aggreg_S1249_NC_013597(1),PHAGE_Vibrio_X29_NC_024369(1),PHAGE_Lactob_Lj771_NC_010179(1),PHAGE_Bacill_phBC6A52_NC_004821(1),PHAGE_Salmon_ST64T_NC_004348(1),PHAGE_Acinet_phiAC_1_NC_028995(1)	None	104_0	Clustered	5	VC_104_0	5	0.4576	MN855601,MN855711,contig_1223,contig_145,contig_934	2	19	Siphoviridae		NA	Siphoviridae, Mixed,nan, nan,7743, 5932	NA	NA
contig_1223	30533	36	N	TRUE	virus	lysogenic	low quality draft	NA	NA	NA	NA	NA	None	104_0	Clustered	5	VC_104_0	5	0.4576	MN855601,MN855711,contig_1223,contig_145,contig_934	2	19	Siphoviridae		NA	Siphoviridae, Mixed,nan, nan,7743, 5932	NA	NA
contig_934	19436	171	N	TRUE	virus	lytic	medium quality draft	NA	NA	NA	NA	NA	None	104_0	Clustered	5	VC_104_0	5	0.4576	MN855601,MN855711,contig_1223,contig_145,contig_934	2	19	Siphoviridae		NA	Siphoviridae, Mixed,nan, nan,7743, 5932	NA	NA
contig_2864	62120	11	N	TRUE	virus	lytic	high quality draft	incomplete(50)	tail,capsid,virion	25	16	PHAGE_Mesorh_phagevB_MloP_Lo5R7ANS_NC_025431(7),PHAGE_Ralsto_RSB2_NC_023736(6),PHAGE_Pelagi_HTVC019P_NC_020483(5),PHAGE_Pelagi_HTVC011P_NC_020482(4),PHAGE_Vibrio_VP4_NC_007149(2),PHAGE_Synech_S_RIP2_NC_020838(2),PHAGE_Cyanop_KBS_P_1A_NC_020865(2),PHAGE_Vibrio_N4_NC_013651(2),PHAGE_Vibrio_ICP3_NC_015159(2),PHAGE_Vibrio_CHOED_NC_023863(1),PHAGE_Entero_T7_NC_001604(1),PHAGE_Strept_R4_NC_019414(1),PHAGE_Stenot_IME15_NC_019416(1),PHAGE_Synech_S_CBP1_NC_025456(1),PHAGE_Yersin_Yepe2_NC_011038(1),PHAGE_Yersin_phiA1122_NC_004777(1),PHAGE_Synech_S_CBP3_NC_025461(1),PHAGE_Strept_phiELB20_NC_041849(1),PHAGE_Yersin_Berlin_NC_008694(1),PHAGE_Caulob_Percy_NC_029092(1),PHAGE_Pseudo_YMC11/07/P54_PAE_BP_NC_030909(1),PHAGE_Pseudo_YMC11/02/R656_NC_028657(1),PHAGE_Escher_LM33_P1_NC_031937(1),PHAGE_Ralsto_RSJ5_NC_029007(1),PHAGE_Brucel_BiPBO1_NC_031264(1),PHAGE_Yersin_Yep_phi_NC_023715(1),PHAGE_Escher_80001_NC_027387(1),PHAGE_Cyanop_SS120_1_NC_020872(1),PHAGE_Pseudo_phi15_NC_015208(1),PHAGE_Cyanop_PSS2_NC_013021(1),PHAGE_Verruc_P8625_NC_029047(1),PHAGE_Synech_S_CBP42_NC_029031(1),PHAGE_Strept_phiC31_NC_001978(1),PHAGE_Roseob_SIO1_NC_002519(1),PHAGE_Podovi_Lau218_NC_024329(1),PHAGE_Delfti_IME_DE1_NC_028702(1),PHAGE_Pseudo_phiPSA2_NC_024362(1),PHAGE_Entero_13a_NC_011045(1),PHAGE_Pseudo_PPPL_1_NC_028661(1),PHAGE_Prochl_P_SSP7_NC_006882(1),PHAGE_Entero_K30_NC_015719(1),PHAGE_Ralsto_RSJ2_NC_028988(1),PHAGE_Pseudo_PPpW_4_NC_023005(1),PHAGE_Citrob_CR44b_NC_023576(1),PHAGE_Yersin_vB_YenP_AP5_NC_025451(1),PHAGE_Cyanop_9515_10a_NC_016657(1),PHAGE_Pseudo_gh_1_NC_004665(1),PHAGE_Salmon_Vi06_NC_015271(1)	None	13_0	Clustered	3	VC_13_0	3	0.1507	MN855679,contig_1605,contig_2864	2	10		Bartonella	NA	nan,nan,9270	NA	NA
contig_1605	32331	87	N	TRUE	virus	lysogenic	high quality draft	questionable(80)	tail,capsid,head,integrase	30	19	PHAGE_Mesorh_phagevB_MloP_Lo5R7ANS_NC_025431(10),PHAGE_Pelagi_HTVC019P_NC_020483(7),PHAGE_Ralsto_RSB2_NC_023736(5),PHAGE_Pelagi_HTVC011P_NC_020482(5),PHAGE_Vibrio_VP4_NC_007149(4),PHAGE_Vibrio_N4_NC_013651(3),PHAGE_Brucel_BiPBO1_NC_031264(3),PHAGE_Escher_P483_NC_028822(2),PHAGE_Morgan_MmP1_NC_011085(2),PHAGE_Delfti_IME_DE1_NC_028702(2),PHAGE_Vibrio_ICP3_NC_015159(2),PHAGE_Acinet_vB_AbaS_TRS1_NC_031098(1),PHAGE_Entero_BA14_NC_011040(1),PHAGE_Morgan_vB_MmoP_MP2_NC_031115(1),PHAGE_Pseudo_PMG1_NC_016765(1),PHAGE_Azospi_Cd_NC_010355(1),PHAGE_Synech_S_RIP2_NC_020838(1),PHAGE_Cyanop_KBS_P_1A_NC_020865(1),PHAGE_Cyanop_NATL1A_7_NC_016658(1),PHAGE_Yersin_Yepe2_NC_011038(1),PHAGE_Synech_S_CBP3_NC_025461(1),PHAGE_Strept_phiCAM_NC_041856(1),PHAGE_Erwini_FE44_NC_022744(1),PHAGE_Prochl_P_SSP3_NC_020874(1),PHAGE_Cyanop_P_SSP2_NC_016656(1),PHAGE_Pseudo_YMC11/02/R656_NC_028657(1),PHAGE_Escher_LM33_P1_NC_031937(1),PHAGE_Salmon_SEN4_NC_029015(1),PHAGE_Yersin_Yep_phi_NC_023715(1),PHAGE_Escher_P694_NC_028863(1),PHAGE_Cyanop_PSS2_NC_013021(1),PHAGE_Strept_Danzina_NC_041860(1),PHAGE_Strept_Zemlya_NC_021339(1),PHAGE_Synech_S_CBP42_NC_029031(1),PHAGE_Strept_BillNye_NC_042105(1),PHAGE_Salmon_SEN5_NC_028701(1),PHAGE_Podovi_Lau218_NC_024329(1),PHAGE_Entero_285P_NC_015249(1),PHAGE_Salmon_118970_sal3_NC_031940(1),PHAGE_Pseudo_D3_NC_002484(1),PHAGE_Pseudo_PPPL_1_NC_028661(1),PHAGE_Prochl_P_SSP7_NC_006882(1),PHAGE_Citrob_CR44b_NC_023576(1)	None	13_0	Clustered	3	VC_13_0	3	0.1507	MN855679,contig_1605,contig_2864	2	10		Bartonella	Bartonella apis	nan,nan,9270	NA	Bartonella
contig_873	5981	109	N	TRUE	virus	lytic	medium quality draft	NA	NA	NA	NA	NA	None	140_0	Clustered	4	VC_140_0	4	0.1584	MN855702,MN855709,MN855719,contig_873	2	28			NA	nan, nan, nan,nan, nan, nan,7844, 7839, 5489	NA	NA
contig_1370	10402	28	N	TRUE	virus	lytic	low quality draft	incomplete(50)	tail	13	10	PHAGE_Phage_Gifsy_2_NC_010393(3),PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(3),PHAGE_Entero_DE3_NC_042057(2),PHAGE_Mannhe_vB_MhS_587AP2_NC_028743(2),PHAGE_Entero_lambda_NC_001416(2),PHAGE_Entero_YYZ_2008_NC_011356(2),PHAGE_Entero_mEp460_NC_019716(2),PHAGE_Mannhe_vB_MhM_587AP1_NC_028898(1),PHAGE_Escher_PA2_NC_028449(1),PHAGE_Lactob_phiadh_NC_000896(1),PHAGE_Endosy_APSE_1_NC_000935(1),PHAGE_Escher_TL_2011b_NC_019445(1),PHAGE_Entero_HK629_NC_019711(1),PHAGE_Entero_BP_4795_NC_004813(1),PHAGE_Lactob_iA2_NC_028830(1),PHAGE_Entero_VT2phi_272_NC_028656(1),PHAGE_Mannhe_phiMHaA1_NC_008201(1),PHAGE_Phage_Gifsy_1_NC_010392(1),PHAGE_Salmon_Fels_1_NC_010391(1),PHAGE_Entero_cdtI_NC_009514(1),PHAGE_Mannhe_vB_MhS_535AP2_NC_028853(1),PHAGE_Salmon_vB_SosS_Oslo_NC_018279(1),PHAGE_Entero_HK630_NC_019723(1),PHAGE_Stx2_c_1717_NC_011357(1),PHAGE_Entero_phiP27_NC_003356(1),PHAGE_Pseudo_PS_1_NC_029066(1)	None	158_0	Clustered	5	VC_158_0	5	0.1114	MN855729,circular_read_762,contig_1370,contig_2619,contig_3159	2	28	Siphoviridae	Gilliamella	Gilliamella apicola	Siphoviridae,nan,5682	NA	Gilliamella
contig_3159	5395	14	Y	TRUE	virus	lytic,lytic	low quality draft,complete circular	questionable(80)	tail	13	11	PHAGE_Phage_Gifsy_1_NC_010392(3),PHAGE_Entero_mEp460_NC_019716(3),PHAGE_Entero_DE3_NC_042057(2),PHAGE_Entero_lambda_NC_001416(2),PHAGE_Entero_HK629_NC_019711(2),PHAGE_Salmon_Fels_1_NC_010391(2),PHAGE_Entero_HK630_NC_019723(2),PHAGE_Mannhe_vB_MhS_587AP2_NC_028743(1),PHAGE_Phage_Gifsy_2_NC_010393(1),PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(1),PHAGE_Burkho_phi6442_NC_009235(1),PHAGE_Pseudo_phi3_NC_030940(1),PHAGE_Entero_BP_4795_NC_004813(1),PHAGE_Haemop_HP2_NC_003315(1),PHAGE_Entero_vB_EcoS_ACG_M12_NC_019404(1),PHAGE_Entero_cdtI_NC_009514(1),PHAGE_Acinet_YMC11/11/R3177_NC_041866(1),PHAGE_Mannhe_vB_MhS_535AP2_NC_028853(1),PHAGE_Burkho_Bcep176_NC_007497(1),PHAGE_Burkho_phiE125_NC_003309(1),PHAGE_Burkho_phi1026b_NC_005284(1),PHAGE_Escher_Rtp_NC_007603(1),PHAGE_Haemop_HP1_NC_001697(1)	None	158_0	Clustered	5	VC_158_0	5	0.1114	MN855729,circular_read_762,contig_1370,contig_2619,contig_3159	2	28	Siphoviridae	Gilliamella	NA	Siphoviridae,nan,5682	NA	NA
contig_2619	58135	19	N	TRUE	virus	lytic	high quality draft	intact(150)	tail,head,capsid,portal,terminase	54	31	PHAGE_Entero_DE3_NC_042057(3),PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(3),PHAGE_Entero_SfV_NC_003444(3),PHAGE_Entero_mEp460_NC_019716(3),PHAGE_Entero_cdtI_NC_009514(3),PHAGE_Mannhe_vB_MhS_587AP2_NC_028743(2),PHAGE_Entero_mEp235_NC_019708(2),PHAGE_Cronob_vB_CsaP_GAP52_NC_019402(2),PHAGE_Mannhe_vB_MhS_535AP2_NC_028853(2),PHAGE_Geobac_E2_NC_009552(2),PHAGE_Bacill_phIS3501_NC_019502(2),PHAGE_Burkho_KS9_NC_013055(2),PHAGE_Phage_Gifsy_2_NC_010393(2),PHAGE_Entero_YYZ_2008_NC_011356(2),PHAGE_Salmon_118970_sal3_NC_031940(2),PHAGE_Klebsi_phiKO2_NC_005857(2),PHAGE_Entero_lambda_NC_001416(2),PHAGE_Entero_BP_4795_NC_004813(2),PHAGE_Salmon_7_11_NC_015938(2),PHAGE_Stx2_c_1717_NC_011357(2),PHAGE_Rhizob_16_3_NC_011103(2),PHAGE_Erwini_phiEa104_NC_015292(1),PHAGE_Staphy_phiPV83_NC_002486(1),PHAGE_Vibrio_12B8_NC_021073(1),PHAGE_Staphy_StB20_like_NC_028821(1),PHAGE_Entero_CAjan_NC_028776(1),PHAGE_Entero_phi92_NC_023693(1),PHAGE_Entero_JenK1_NC_029021(1),PHAGE_Entero_9g_NC_024146(1),PHAGE_Psychr_Psymv2_NC_023734(1),PHAGE_Staphy_phiPVL_CN125_NC_012784(1),PHAGE_Pseudo_PaMx11_NC_028770(1),PHAGE_Lactob_PLE2_NC_031036(1),PHAGE_Bacill_BtCS33_NC_018085(1),PHAGE_Bacill_Gamma_NC_007458(1),PHAGE_Strept_phiC31_NC_001978(1),PHAGE_Escher_4_NC_027364(1),PHAGE_Shigel_SfII_NC_021857(1),PHAGE_Pseudo_phi2_NC_030931(1),PHAGE_Escher_121Q_NC_025447(1),PHAGE_Clostr_PhiS63_NC_017978(1),PHAGE_Salmon_LSPA1_NC_026017(1),PHAGE_Entero_vB_EfaS_AL2_NC_042127(1),PHAGE_Clostr_phiSM101_NC_008265(1),PHAGE_Shigel_SfIV_NC_022749(1),PHAGE_Staphy_JS01_NC_021773(1),PHAGE_Lactob_iA2_NC_028830(1),PHAGE_Escher_Seurat_NC_027378(1),PHAGE_Salmon_Fels_1_NC_010391(1),PHAGE_Staphy_StB20_NC_019915(1),PHAGE_Entero_IME_EFm5_NC_028826(1),PHAGE_Strept_TG1_NC_018853(1),PHAGE_Erwini_phiEa21_4_NC_011811(1),PHAGE_Brucel_BiPBO1_NC_031264(1),PHAGE_Staphy_6ec_NC_024355(1),PHAGE_Pseudo_Pq0_NC_029100(1),PHAGE_Clostr_phiCT19406C_NC_029006(1),PHAGE_Bacill_phi105_NC_004167(1),PHAGE_Pseudo_vB_PaeS_PAO1_Ab18_NC_026594(1),PHAGE_Pseudo_PaMx28_NC_028931(1),PHAGE_Salmon_SP_031_NC_021775(1),PHAGE_Escher_slur01_NC_028831(1),PHAGE_Salmon_SPN3US_NC_027402(1),PHAGE_Staphy_tp310_1_NC_009761(1),PHAGE_Entero_HK630_NC_019723(1)	None	158_0	Clustered	5	VC_158_0	5	0.1114	MN855729,circular_read_762,contig_1370,contig_2619,contig_3159	2	28	Siphoviridae	Gilliamella	NA	Siphoviridae,nan,5682	NA	NA
circular_read_762	5374	12	Y	TRUE	virus	lytic,lytic	low quality draft,complete circular	NA	NA	NA	NA	NA	None	158_0	Clustered	5	VC_158_0	5	0.1114	MN855729,circular_read_762,contig_1370,contig_2619,contig_3159	2	28	Siphoviridae	Gilliamella	NA	Siphoviridae,nan,5682	NA	NA
contig_2221	12401	24	N	TRUE	virus	lytic	low quality draft	intact(140)	capsid,portal,head	19	15	PHAGE_Lactob_KC5a_NC_007924(5),PHAGE_Lactob_jlb1_NC_024206(5),PHAGE_Lactob_Lj771_NC_010179(5),PHAGE_Lactob_phiAQ113_NC_019782(4),PHAGE_Thermu_OH2_NC_021784(2),PHAGE_Strept_EJ_1_NC_005294(2),PHAGE_Clostr_phiCT9441A_NC_029022(2),PHAGE_Clostr_phiCT453A_NC_028991(1),PHAGE_Bacill_IEBH_NC_011167(1)	None	167_0	Clustered	5	VC_167_0	5	0.1472	MN855919,MN855990,contig_2221,contig_876,contig_877	2	19		Lactobacillus	NA	nan, nan,nan, nan,6759, 5924	NA	NA
contig_876	5954	171	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None	167_0	Clustered	5	VC_167_0	5	0.1472	MN855919,MN855990,contig_2221,contig_876,contig_877	2	19		Lactobacillus Firm-5	Lactobacillus melliventris	nan, nan,nan, nan,6759, 5924	NA	NA
contig_877	10575	173	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None	167_0	Clustered	5	VC_167_0	5	0.1472	MN855919,MN855990,contig_2221,contig_876,contig_877	2	19		Lactobacillus Firm-5	Lactobacillus melliventris	nan, nan,nan, nan,6759, 5924	NA	NA
circular_pair_2958	4974	34	Y	TRUE	plasmid	NA	NA	NA	NA	NA	NA	NA	NA	176_0	Clustered	2	VC_176_0	2	0.1377	JAAOBB010000177.1,circular_pair_2958	2	#VALUE!			NA	NA	unknown,lytic,unclassified,16187	NA
contig_1178	107828	217	Y	TRUE	virus	lytic	high quality draft	incomplete(30)	plate,terminase	17	8	PHAGE_Rhodoc_E3_NC_021347(2),PHAGE_Gordon_BetterKatz_NC_031247(1),PHAGE_Pseudo_vB_PsyM_KIL1_NC_030934(1),PHAGE_Pseudo_vB_PsyM_KIL4_NC_042054(1),PHAGE_Bacill_AR9_NC_031039(1),PHAGE_Mycoba_Wildcat_NC_008206(1),PHAGE_Erwini_vB_EamM_Y2_NC_019504(1),PHAGE_Staphy_S25_4_NC_022918(1),PHAGE_Mycoba_Bongo_NC_041970(1),PHAGE_Staphy_vB_SauM_Romulus_NC_020877(1),PHAGE_Strept_BillNye_NC_042105(1),PHAGE_Sulfit_EE36phi1_NC_012696(1),PHAGE_Staphy_phiIPLA_C1C_NC_028962(1),PHAGE_Mycoba_Dandelion_NC_023696(1),PHAGE_Silici_DSS3phi2_NC_012697(1),PHAGE_Staphy_Twort_NC_007021(1),PHAGE_Staphy_phiSA012_NC_023573(1),PHAGE_Escher_slur01_NC_028831(1),PHAGE_Escher_Seurat_NC_027378(1),PHAGE_Mycoba_PegLeg_NC_021299(1),PHAGE_Staphy_phiIBB_SEP1_NC_041928(1),PHAGE_Staphy_vB_SauM_Remus_NC_022090(1),PHAGE_Xantho_Xp15_NC_007024(1),PHAGE_Halovi_HRTV_8_NC_021321(1),PHAGE_Bacill_PBS1_NC_043027(1),PHAGE_Escher_Eps7_NC_010583(1),PHAGE_Pectob_PM1_NC_023865(1),PHAGE_Staphy_S25_3_NC_022920(1),PHAGE_Mycoba_Pleione_NC_023737(1),PHAGE_Yersin_phiR201_NC_019919(1),PHAGE_Staphy_MCE_2014_NC_025416(1),PHAGE_Mycoba_Tonenili_NC_031080(1)	Mycobacterium	178_0	Clustered	2	VC_178_0	2	0.2268	JAAOBB010000147.1,contig_1178	2	19		Bifidobacterium	Bifidobacterium asteroides	NA	not_in_SItable2	Bifidobacterium
contig_2506	4829	120	N	TRUE	virus	lytic	low quality draft	incomplete(20)	head	11	11	PHAGE_Cronob_ENT47670_NC_019927(4),PHAGE_Mannhe_vB_MhS_587AP2_NC_028743(2),PHAGE_Mannhe_vB_MhS_535AP2_NC_028853(2),PHAGE_Aeromo_pIS4_A_NC_042037(2),PHAGE_Vibrio_pYD21_A_NC_020846(1),PHAGE_Salmon_64795_sal3_NC_031918(1),PHAGE_Pseudo_H103_NC_028819(1),PHAGE_Sinorh_phiLM21_NC_029046(1),PHAGE_Salmon_II_E1_NC_010495(1),PHAGE_Salmon_SPN3UB_NC_019545(1),PHAGE_Vibrio_pYD38_A_NC_021534(1),PHAGE_Pseudo_JBD44_NC_030929(1)	NA	190_0	Clustered	3	VC_190_0	3	0.0709	MN855925,MN856000,contig_2506	2	19	Podoviridae		NA	Podoviridae, Siphoviridae,nan, nan,5638, 5284	NA	NA
contig_1040	6658	38	N	TRUE	virus	lysogenic	low quality draft	incomplete(20)	integrase	9	6	PHAGE_Lactob_Lv_1_NC_011801(2),PHAGE_Lactob_LBR48_NC_027990(1),PHAGE_Lister_LP_101_NC_024387(1),PHAGE_Lactob_JCL1032_NC_019456(1),PHAGE_Lactob_Sha1_NC_019489(1),PHAGE_Strept_APCM01_NC_029030(1),PHAGE_Clostr_phiCT19406C_NC_029006(1),PHAGE_Lactob_LF1_NC_019486(1),PHAGE_Lactob_phiadh_NC_000896(1),PHAGE_Lactob_jlb1_NC_024206(1),PHAGE_Lactob_phiJB_NC_022775(1)	None	192_0	Clustered	6	VC_192_0	6	0.2655	MN856117,circular_pair_585,contig_1040,contig_1046,contig_1897,contig_3081	2	28		Lactobacillus Firm-5	Lactobacillus melliventris	nan,nan,5379	NA	NA
circular_pair_585	4352	55	Y	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	192_0	Clustered	6	VC_192_0	6	0.2655	MN856117,circular_pair_585,contig_1040,contig_1046,contig_1897,contig_3081	2	28		Lactobacillus	NA	nan,nan,5379	NA	NA
contig_1046	2323	124	N	TRUE	virus	lysogenic	low quality draft	NA	NA	NA	NA	NA	NA	192_0	Clustered	6	VC_192_0	6	0.2655	MN856117,circular_pair_585,contig_1040,contig_1046,contig_1897,contig_3081	2	28		Lactobacillus Firm-5	Lactobacillus melliventris	nan,nan,5379	NA	NA
contig_1897	5645	75	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None	192_0	Clustered	6	VC_192_0	6	0.2655	MN856117,circular_pair_585,contig_1040,contig_1046,contig_1897,contig_3081	2	28		Lactobacillus	Lactobacillus sp	nan,nan,5379	NA	Lactobacillus
contig_3081	4359	47	Y	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	192_0	Clustered	6	VC_192_0	6	0.2655	MN856117,circular_pair_585,contig_1040,contig_1046,contig_1897,contig_3081	2	28		Lactobacillus	NA	nan,nan,5379	NA	Lactobacillus
contig_2064	15506	50	N	TRUE	virus	lytic	low quality draft	incomplete(20)	recombinase	20	14	PHAGE_Lactob_Lb338_1_NC_012530(5),PHAGE_Staphy_S25_4_NC_022918(3),PHAGE_Entero_phiEF24C_NC_009904(3),PHAGE_Staphy_JD007_NC_019726(3),PHAGE_Staphy_phiIPLA_RODI_NC_028765(2),PHAGE_Bacill_Shbh1_NC_030925(2),PHAGE_Entero_EFLK1_NC_029026(2),PHAGE_Entero_EFDG1_NC_029009(2),PHAGE_Staphy_MCE_2014_NC_025416(2),PHAGE_Staphy_Twort_NC_007021(2),PHAGE_Bacill_Grass_NC_022771(1),PHAGE_Lister_LMTA_148_NC_024787(1),PHAGE_Bacill_Kida_NC_031012(1),PHAGE_Bacill_TsarBomba_NC_028890(1),PHAGE_Staphy_phiIPLA_C1C_NC_028962(1),PHAGE_Bacill_Bcp1_NC_024137(1),PHAGE_Bacill_Mater_NC_027366(1),PHAGE_Lister_List_36_NC_024364(1),PHAGE_Staphy_SA11_NC_019511(1),PHAGE_Staphy_P108_NC_025426(1),PHAGE_Entero_ECP3_NC_027335(1),PHAGE_Bacill_Megatron_NC_024211(1),PHAGE_Bacill_DirtyBetty_NC_031054(1),PHAGE_Lister_LP_064_NC_041862(1),PHAGE_Lister_LMTA_34_NC_042048(1),PHAGE_Bacill_BM15_NC_042140(1),PHAGE_Bacill_NotTheCreek_NC_031049(1),PHAGE_Staphy_phiSA012_NC_023573(1),PHAGE_Staphy_phiIBB_SEP1_NC_041928(1),PHAGE_Lister_A511_NC_009811(1),PHAGE_Bacill_SageFayge_NC_031027(1),PHAGE_Bacill_SalinJah_NC_031034(1),PHAGE_Staphy_GH15_NC_019448(1),PHAGE_Lister_LMSP_25_NC_024360(1),PHAGE_Staphy_Stau2_NC_030933(1)	Vibrio	20_0	Clustered	4	VC_20_0	4	0.271	JAAOBB010000179.1,contig_2003,contig_2064,contig_2620	2	19			NA	NA	unknown,lytic,unclassified,9182	NA
contig_2003	23399	27	N	TRUE	virus	lytic	low quality draft	incomplete(30)	recombinase	27	17	PHAGE_Lactob_Lb338_1_NC_012530(6),PHAGE_Entero_EFDG1_NC_029009(4),PHAGE_Staphy_Twort_NC_007021(3),PHAGE_Staphy_S25_4_NC_022918(2),PHAGE_Lister_LP_064_NC_041862(2),PHAGE_Lister_P100_NC_007610(2),PHAGE_Entero_EFLK1_NC_029026(2),PHAGE_Entero_phiEF24C_NC_009904(2),PHAGE_Entero_ECP3_NC_027335(2),PHAGE_Lister_vB_LmoM_AG20_NC_020871(2),PHAGE_Staphy_phiIPLA_RODI_NC_028765(1),PHAGE_Lister_LP_083_2_NC_024383(1),PHAGE_Bacill_BPS10C_NC_023501(1),PHAGE_Bacill_TsarBomba_NC_028890(1),PHAGE_Bacill_CAM003_NC_024216(1),PHAGE_Lister_LMTA_34_NC_042048(1),PHAGE_Bacill_BCP78_NC_018860(1),PHAGE_Lister_LP_048_NC_024359(1),PHAGE_Lister_LP_125_NC_021781(1),PHAGE_Bacill_Bastille_NC_018856(1),PHAGE_Lister_List_36_NC_024364(1),PHAGE_Bacill_Evoli_NC_024207(1),PHAGE_Bacill_SalinJah_NC_031034(1),PHAGE_Staphy_GH15_NC_019448(1),PHAGE_Bacill_T_NC_024205(1),PHAGE_Staphy_G1_NC_007066(1),PHAGE_Staphy_812_NC_029080(1),PHAGE_Staphy_MCE_2014_NC_025416(1),PHAGE_Staphy_JD007_NC_019726(1),PHAGE_Bacill_phiAGATE_NC_020081(1),PHAGE_Bacill_SIOphi_NC_042133(1)	None	20_0	Clustered	4	VC_20_0	4	0.271	JAAOBB010000179.1,contig_2003,contig_2064,contig_2620	2	19			NA	NA	unknown,lytic,unclassified,9182	NA
contig_2620	11730	33	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None	20_0	Clustered	4	VC_20_0	4	0.271	JAAOBB010000179.1,contig_2003,contig_2064,contig_2620	2	19			NA	NA	unknown,lytic,unclassified,9182	NA
contig_259	3014	600	N	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	214_0	Clustered	6	VC_214_0	6	0.4388	MN856038,circular_pair_4194,contig_259,contig_293,contig_3042,contig_738	2	29	Siphoviridae	Bartonella	NA	Siphoviridae,Bartonella,7977	NA	NA
circular_pair_4194	3737	483	Y	TRUE	virus	lytic,lytic	low quality draft,complete circular	NA	NA	NA	NA	NA	NA	214_0	Clustered	6	VC_214_0	6	0.4388	MN856038,circular_pair_4194,contig_259,contig_293,contig_3042,contig_738	2	29	Siphoviridae	Bartonella	NA	Siphoviridae,Bartonella,7977	NA	NA
contig_293	14190	7	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None	214_0	Clustered	6	VC_214_0	6	0.4388	MN856038,circular_pair_4194,contig_259,contig_293,contig_3042,contig_738	2	29	Siphoviridae	Bartonella	NA	Siphoviridae,Bartonella,7977	NA	NA
