CONTIG	REGION	REGION_LENGTH	COMPLETENESS(score)	SPECIFIC_KEYWORD	REGION_POSITION	TRNA_NUM	TOTAL_PROTEIN_NUM	PHAGE_HIT_PROTEIN_NUM	HYPOTHETICAL_PROTEIN_NUM	PHAGE+HYPO_PROTEIN_PERCENTAGE	BACTERIAL_PROTEIN_NUM	ATT_SITE_SHOWUP	PHAGE_SPECIES_NUM	MOST_COMMON_PHAGE_NAME(hit_genes_count)	FIRST_MOST_COMMON_PHAGE_NUM	FIRST_MOST_COMMON_PHAGE_PERCENTAGE	GC_PERCENTAGE
>contig_2027	1	4.5Kb	incomplete(10)	NA	143-4655	0	8	7	1	100%	0	no	6	PHAGE_Bacill_BCJA1c_NC_006557(2),PHAGE_Entero_EF62phi_NC_017732(2),PHAGE_Paenib_Fern_NC_028851(1),PHAGE_Clostr_phiCDHM13_NC_029116(1),PHAGE_Paenib_Willow_NC_041867(1),PHAGE_Ralsto_NP_2014_NC_023586(1),PHAGE_Burkho_KS14_NC_015273(1),PHAGE_Lactob_jlb1_NC_024206(1),PHAGE_Bacill_BM5_NC_029069(1),PHAGE_Bacill_phi4J1_NC_029008(1),PHAGE_Ralsto_RSM3_NC_011399(1),PHAGE_Entero_mEpX1_NC_019709(1),PHAGE_Bacill_phi4B1_NC_028886(1),PHAGE_Bacill_phi105_NC_004167(1),PHAGE_Ralsto_RSM1_NC_008574(1),PHAGE_Bacill_1_NC_009737(1),PHAGE_Lactob_KC5a_NC_007924(1),PHAGE_Lactob_A2_NC_004112(1),PHAGE_Brevib_Sundance_NC_028749(1),PHAGE_Geobac_E2_NC_009552(1),PHAGE_Lactob_Lrm1_NC_011104(1),PHAGE_Lactob_LF1_NC_019486(1),PHAGE_Lactob_Lj771_NC_010179(1),PHAGE_Clostr_phiCD481_1_NC_028951(1),PHAGE_Geobac_GBSV1_NC_008376(1)	2	25%	31.22%
>contig_2190	1	12.8Kb	incomplete(50)	plate,tail	1027-13851	0	16	11	5	100%	0	no	3	PHAGE_Lactob_Lb338_1_NC_012530(4),PHAGE_Entero_EFLK1_NC_029026(4),PHAGE_Entero_phiEF24C_NC_009904(4),PHAGE_Entero_ECP3_NC_027335(4),PHAGE_Lister_LMTA_34_NC_042048(2),PHAGE_Entero_EFDG1_NC_029009(2),PHAGE_Lister_LMSP_25_NC_024360(2),PHAGE_Bacill_phiNIT1_NC_021856(1),PHAGE_Staphy_phiIPLA_RODI_NC_028765(1),PHAGE_Lister_LP_064_NC_041862(1),PHAGE_Staphy_vB_SauM_Romulus_NC_020877(1),PHAGE_Staphy_phiIPLA_C1C_NC_028962(1),PHAGE_Lister_P100_NC_007610(1),PHAGE_Staphy_Twort_NC_007021(1),PHAGE_Brocho_A9_NC_015253(1),PHAGE_Lister_List_36_NC_024364(1),PHAGE_Staphy_phiIBB_SEP1_NC_041928(1),PHAGE_Staphy_vB_SauM_Remus_NC_022090(1),PHAGE_Staphy_SA11_NC_019511(1),PHAGE_Staphy_Stau2_NC_030933(1)	8	25%	35.90%
>contig_2647	1	11.2Kb	incomplete(10)	NA	1423-12651	0	25	13	12	100%	0	no	7	PHAGE_Escher_PA2_NC_028449(3),PHAGE_Escher_P13374_NC_018846(3),PHAGE_Entero_VT2phi_272_NC_028656(3),PHAGE_Salmon_Fels_1_NC_010391(2),PHAGE_Escher_phi191_NC_028660(2),PHAGE_Shigel_Ss_VASD_NC_028685(2),PHAGE_Entero_HK225_NC_019717(2),PHAGE_Entero_phi80_NC_021190(2),PHAGE_Escher_TL_2011c_NC_019442(2),PHAGE_Cronob_ENT39118_NC_019934(1),PHAGE_Xylell_Xfas53_NC_013599(1),PHAGE_Serrat_Eta_NC_021563(1),PHAGE_Pseudo_Noxifer_NC_041994(1),PHAGE_Pseudo_vB_PaeP_Tr60_Ab31_NC_023575(1),PHAGE_Escher_PA28_NC_041935(1)	4	12%	38.02%
>contig_1040	1	4.5Kb	incomplete(20)	integrase	207-4776	0	9	6	3	100%	0	no	3	PHAGE_Lactob_Lv_1_NC_011801(2),PHAGE_Lactob_LBR48_NC_027990(1),PHAGE_Lister_LP_101_NC_024387(1),PHAGE_Lactob_JCL1032_NC_019456(1),PHAGE_Lactob_Sha1_NC_019489(1),PHAGE_Strept_APCM01_NC_029030(1),PHAGE_Clostr_phiCT19406C_NC_029006(1),PHAGE_Lactob_LF1_NC_019486(1),PHAGE_Lactob_phiadh_NC_000896(1),PHAGE_Lactob_jlb1_NC_024206(1),PHAGE_Lactob_phiJB_NC_022775(1)	3	22.22%	32.95%
>contig_1637	1	3.9Kb	incomplete(10)	NA	92-4090	0	8	6	2	100%	0	no	3	PHAGE_Entero_c_1_NC_019706(2),PHAGE_Salmon_g341c_NC_013059(2),PHAGE_Entero_Sf101_NC_027398(2),PHAGE_Entero_Min27_NC_010237(2),PHAGE_Salmon_epsilon34_NC_011976(2),PHAGE_Entero_ES18_NC_006949(2),PHAGE_Stx2_vB_EcoP_24B_NC_027984(1),PHAGE_Salmon_SEN22_NC_028696(1),PHAGE_Salmon_vB_SosS_Oslo_NC_018279(1),PHAGE_Pseudo_PMG1_NC_016765(1)	3	25%	36.38%
>contig_2720	1	10.8Kb	incomplete(10)	NA	369-11212	0	12	9	3	100%	0	no	2	PHAGE_Lactob_Lb338_1_NC_012530(3),PHAGE_Entero_EFLK1_NC_029026(2),PHAGE_Entero_phiEF24C_NC_009904(2),PHAGE_Entero_EFDG1_NC_029009(2),PHAGE_Entero_ECP3_NC_027335(2),PHAGE_Bacill_phiNIT1_NC_021856(1),PHAGE_Bacill_Grass_NC_022771(1),PHAGE_Lister_LP_083_2_NC_024383(1),PHAGE_Lister_LP_064_NC_041862(1),PHAGE_Lister_LMTA_34_NC_042048(1),PHAGE_Lister_P100_NC_007610(1),PHAGE_Staphy_phiSA012_NC_023573(1),PHAGE_Lister_List_36_NC_024364(1),PHAGE_Lister_A511_NC_009811(1),PHAGE_Lister_LMSP_25_NC_024360(1),PHAGE_Lister_vB_LmoM_AG20_NC_020871(1)	6	25%	33.36%
>contig_2122	1	4.1Kb	incomplete(50)	protease	23451-27637	0	8	7	1	100%	0	no	4	PHAGE_Cronob_CR5_NC_021531(1),PHAGE_Caulob_CcrColossus_NC_019406(1),PHAGE_Acidia_virus_NC_029316(1),PHAGE_Stenot_vB_SmaS_DLP_5_NC_042082(1),PHAGE_Bacill_SP_15_NC_031245(1)	3	12.5%	53.36%
>contig_1710	1	6.5Kb	incomplete(30)	plate	1540-8102	0	15	15	0	100%	0	no	7	PHAGE_Entero_ECP3_NC_027335(2),PHAGE_Bacill_Bobb_NC_024792(1),PHAGE_Bacill_phiNIT1_NC_021856(1),PHAGE_Bacill_vB_BanS_Tsamsa_NC_023007(1),PHAGE_Bacill_BCD7_NC_019515(1),PHAGE_Mycoba_Bongo_NC_041970(1),PHAGE_Mycoba_Dusk_NC_029079(1),PHAGE_Coryne_Darwin_NC_042086(1),PHAGE_Mycoba_Contagion_NC_022065(1),PHAGE_Lactoc_phiL47_NC_023574(1),PHAGE_Coryne_P1201_NC_009816(1),PHAGE_Brocho_A9_NC_015253(1),PHAGE_Gordon_OneUp_NC_030917(1),PHAGE_Bacill_SP_10_NC_019487(1),PHAGE_Mycoba_PegLeg_NC_021299(1),PHAGE_Entero_phiEF24C_NC_009904(1),PHAGE_Coryne_C3PO_NC_042085(1),PHAGE_Bacill_Mgbh1_NC_041879(1),PHAGE_Coryne_Zion_NC_042087(1),PHAGE_Mycoba_Myrna_NC_011273(1),PHAGE_Mycoba_SirDuracell_NC_041987(1),PHAGE_Mycoba_Adler_NC_023591(1),PHAGE_Mycoba_Mindy_NC_029093(1),PHAGE_Bacill_phiAGATE_NC_020081(1),PHAGE_Lactoc_WRP3_NC_027341(1),PHAGE_Bacill_SIOphi_NC_042133(1)	4	13.33%	51.78%
>contig_2025	1	8.3Kb	incomplete(10)	NA	452-8754	0	13	8	5	100%	0	no	6	PHAGE_Lactob_PLE3_NC_031125(2),PHAGE_Lactob_iLp84_NC_028783(2),PHAGE_Salmon_SJ46_NC_031129(2),PHAGE_Lactob_Lj965_NC_005355(1),PHAGE_Propio_PFR1_NC_031076(1),PHAGE_Clostr_phiCD146_NC_028958(1),PHAGE_Strept_phiARI0746_NC_031907(1),PHAGE_Lactob_LfeSau_NC_029068(1),PHAGE_Escher_RCS47_NC_042128(1),PHAGE_Strept_MM1_NC_003050(1),PHAGE_Burkho_KS14_NC_015273(1),PHAGE_Lactob_Lc_Nu_NC_007501(1),PHAGE_Entero_mEpX1_NC_019709(1),PHAGE_Propio_PFR2_NC_031108(1),PHAGE_Lactoc_Tuc2009_NC_002703(1),PHAGE_Escher_P2_NC_041848(1),PHAGE_Lactob_A2_NC_004112(1),PHAGE_Clostr_phiCD38_2_NC_015568(1),PHAGE_Entero_EF62phi_NC_017732(1),PHAGE_Strept_phiBHN167_NC_022791(1),PHAGE_Bacill_Waukesha92_NC_025424(1),PHAGE_Brevib_Sundance_NC_028749(1),PHAGE_Clostr_phiCD111_NC_028905(1),PHAGE_Entero_EFC_1_NC_025453(1),PHAGE_Lactob_phiAT3_NC_005893(1),PHAGE_Strept_phiNJ2_NC_019418(1)	2	15.38%	35.84%
>contig_1701	1	14.7Kb	incomplete(20)	integrase	1833-16616	0	34	17	17	100%	0	yes	6	PHAGE_Lactob_LfeSau_NC_029068(3),PHAGE_Lactob_PLE2_NC_031036(2),PHAGE_Lactob_phiadh_NC_000896(2),PHAGE_Lactob_KC5a_NC_007924(2),PHAGE_Lactob_phiJB_NC_022775(2),PHAGE_Strept_DT1_NC_002072(1),PHAGE_Deep_s_D6E_NC_019544(1),PHAGE_Pseudo_PMG1_NC_016765(1),PHAGE_Lactob_jlb1_NC_024206(1),PHAGE_Strept_A25_NC_028697(1),PHAGE_Lactob_LL_H_NC_009554(1),PHAGE_Bacill_1_NC_009737(1),PHAGE_Thermu_OH2_NC_021784(1),PHAGE_Strept_Alq132_NC_013598(1),PHAGE_Lister_B025_NC_009812(1),PHAGE_Lister_2389_NC_003291(1),PHAGE_Lactob_CL2_NC_028835(1),PHAGE_Lactoc_98201_NC_031064(1),PHAGE_Staphy_phiMR11_NC_010147(1),PHAGE_Lister_LP_101_NC_024387(1),PHAGE_Pectob_ZF40_NC_019522(1),PHAGE_Lactob_Sha1_NC_019489(1),PHAGE_Strept_O1205_NC_004303(1),PHAGE_Lactob_LF1_NC_019486(1),PHAGE_Lactob_phiAQ113_NC_019782(1),PHAGE_Strept_phiARI0468_2_NC_031923(1),PHAGE_Lister_LP_030_2_NC_021539(1),PHAGE_Lactob_Lv_1_NC_011801(1),PHAGE_Geobac_GBSV1_NC_008376(1)	10	8.82%	33.71%
>contig_2506	1	4.6Kb	incomplete(20)	head	115-4721	0	11	11	0	100%	0	no	2	PHAGE_Cronob_ENT47670_NC_019927(4),PHAGE_Mannhe_vB_MhS_587AP2_NC_028743(2),PHAGE_Mannhe_vB_MhS_535AP2_NC_028853(2),PHAGE_Aeromo_pIS4_A_NC_042037(2),PHAGE_Vibrio_pYD21_A_NC_020846(1),PHAGE_Salmon_64795_sal3_NC_031918(1),PHAGE_Pseudo_H103_NC_028819(1),PHAGE_Sinorh_phiLM21_NC_029046(1),PHAGE_Salmon_II_E1_NC_010495(1),PHAGE_Salmon_SPN3UB_NC_019545(1),PHAGE_Vibrio_pYD38_A_NC_021534(1),PHAGE_Pseudo_JBD44_NC_030929(1)	10	36.36%	38.01%
>contig_2670	1	7.3Kb	incomplete(30)	integrase	161-7534	0	15	10	5	100%	0	no	3	PHAGE_Pelagi_HTVC019P_NC_020483(2),PHAGE_Pseudo_D3_NC_002484(1),PHAGE_Rhodoc_REQ2_NC_016652(1),PHAGE_Pseudo_PAJU2_NC_011373(1),PHAGE_Mycoba_Adzzy_NC_022058(1),PHAGE_Bacter_Lily_NC_028841(1),PHAGE_Mesorh_phagevB_MloP_Lo5R7ANS_NC_025431(1),PHAGE_Propio_E6_NC_041894(1),PHAGE_Pseudo_PMG1_NC_016765(1),PHAGE_Bacill_PM1_NC_020883(1),PHAGE_Pseudo_YMC11/07/P54_PAE_BP_NC_030909(1),PHAGE_Pseudo_YMC11/02/R656_NC_028657(1),PHAGE_Escher_phiV10_NC_007804(1),PHAGE_Mycoba_Pukovnik_NC_011023(1),PHAGE_Coryne_P1201_NC_009816(1)	4	13.33%	41.19%
>contig_1838	1	3.6Kb	incomplete(30)	lysin	850-4539	0	7	6	1	100%	0	no	3	PHAGE_Lactoc_KSY1_NC_009817(1),PHAGE_Lister_LP_101_NC_024387(1),PHAGE_Strept_M102AD_NC_028984(1),PHAGE_Lactob_JCL1032_NC_019456(1),PHAGE_Lactoc_949_NC_015263(1),PHAGE_Lactoc_r1t_NC_004302(1),PHAGE_Lactob_phiadh_NC_000896(1),PHAGE_Lactoc_phiL47_NC_023574(1),PHAGE_Lister_LP_030_2_NC_021539(1),PHAGE_Lactoc_WRP3_NC_027341(1),PHAGE_Lactob_Lv_1_NC_011801(1)	2	14.28%	36.42%
>contig_2104	1	5.1Kb	incomplete(50)	plate	60-5226	0	15	10	5	100%	0	no	1	PHAGE_Lactob_KC5a_NC_007924(6),PHAGE_Lactob_jlb1_NC_024206(6),PHAGE_Lactob_Lj771_NC_010179(5),PHAGE_Lactob_phiAQ113_NC_019782(4),PHAGE_Strept_EJ_1_NC_005294(2),PHAGE_Thermu_OH2_NC_021784(1),PHAGE_Brevib_Abouo_NC_029029(1)	10	40%	40.14%
>contig_1225	1	8.8Kb	incomplete(20)	virion	52824-61645	0	9	6	3	100%	0	no	5	PHAGE_Agroba_Atu_ph07_NC_042013(2),PHAGE_Plankt_PaV_LD_NC_016564(1),PHAGE_Salini_CW02_NC_019540(1),PHAGE_Cronob_vB_CsaM_GAP32_NC_019401(1),PHAGE_Klebsi_K64_1_NC_027399(1),PHAGE_Entero_vB_KleM_RaK2_NC_019526(1),PHAGE_Yersin_fHe_Yen9_04_NC_042116(1),PHAGE_Bacill_SPbeta_NC_001884(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Pectob_CBB_NC_041878(1),PHAGE_Pseudo_PA11_NC_007808(1),PHAGE_Pseudo_O4_NC_031274(1),PHAGE_Serrat_BF_NC_041917(1)	2	22.22%	59.37%
>contig_1403	1	12.4Kb	incomplete(50)	plate,lysin	119-12551	0	28	15	13	100%	0	no	9	PHAGE_Lactob_Lv_1_NC_011801(4),PHAGE_Lactob_phiadh_NC_000896(3),PHAGE_Lactob_LBR48_NC_027990(2),PHAGE_Lactob_Lj771_NC_010179(2),PHAGE_Lactob_Lj965_NC_005355(1),PHAGE_Psychr_pOW20_A_NC_020841(1),PHAGE_Lactoc_KSY1_NC_009817(1),PHAGE_Deep_s_D6E_NC_019544(1),PHAGE_Lactob_JCL1032_NC_019456(1),PHAGE_Lactoc_949_NC_015263(1),PHAGE_Lactob_LfeSau_NC_029068(1),PHAGE_Bacill_Zuko_NC_031116(1),PHAGE_Lactob_jlb1_NC_024206(1),PHAGE_Lister_LMTA_34_NC_042048(1),PHAGE_Entero_LY0322_NC_042125(1),PHAGE_Lactoc_phiL47_NC_023574(1),PHAGE_Entero_vB_IME196_NC_028990(1),PHAGE_Bacill_DIGNKC_NC_031006(1),PHAGE_Lactob_KC5a_NC_007924(1),PHAGE_Lister_B054_NC_009813(1),PHAGE_Halovi_HRTV_8_NC_021321(1),PHAGE_Lactoc_r1t_NC_004302(1),PHAGE_Lister_LMSP_25_NC_024360(1),PHAGE_Lactob_phiAQ113_NC_019782(1),PHAGE_Lactoc_WRP3_NC_027341(1)	6	14.28%	36.12%
>contig_2105	1	10.7Kb	incomplete(40)	plate,lysin	243-10998	0	26	11	15	100%	0	no	4	PHAGE_Lactob_KC5a_NC_007924(4),PHAGE_Lactob_phiAQ113_NC_019782(4),PHAGE_Lactob_jlb1_NC_024206(4),PHAGE_Lactob_Lj771_NC_010179(3),PHAGE_Lactob_Lj965_NC_005355(1),PHAGE_Strept_EJ_1_NC_005294(1),PHAGE_Lactoc_KSY1_NC_009817(1),PHAGE_Lactoc_949_NC_015263(1),PHAGE_Lactoc_r1t_NC_004302(1),PHAGE_Lactob_phiadh_NC_000896(1),PHAGE_Lactoc_phiL47_NC_023574(1),PHAGE_Lactob_LL_H_NC_009554(1),PHAGE_Lactoc_WRP3_NC_027341(1),PHAGE_Lactob_Lv_1_NC_011801(1)	6	15.38%	38.68%
>contig_1160	1	10Kb	incomplete(10)	NA	13956-24052	0	22	11	11	100%	0	no	10	PHAGE_Lactob_phiPYB5_NC_027982(2),PHAGE_Staphy_88_NC_007063(2),PHAGE_Lactob_Lj965_NC_005355(1),PHAGE_Paenib_Fern_NC_028851(1),PHAGE_Paenib_Harrison_NC_028746(1),PHAGE_Paenib_phiIBB_Pl23_NC_021865(1),PHAGE_Brocho_NF5_NC_015252(1),PHAGE_Staphy_85_NC_007050(1),PHAGE_Staphy_80_NC_030652(1),PHAGE_Lactob_jlb1_NC_024206(1),PHAGE_Bacill_Page_NC_022764(1),PHAGE_Staphy_29_NC_007061(1),PHAGE_Clostr_phiCD6356_NC_015262(1),PHAGE_Entero_EF62phi_NC_017732(1),PHAGE_Brevib_Sundance_NC_028749(1),PHAGE_Geobac_E2_NC_009552(1),PHAGE_Bacill_PM1_NC_020883(1),PHAGE_Staphy_77_NC_005356(1),PHAGE_Lactob_Lv_1_NC_011801(1),PHAGE_Deep_s_D6E_NC_019544(1),PHAGE_Lactob_c5_NC_019449(1),PHAGE_Lactob_J_1_NC_022756(1),PHAGE_Paenib_Willow_NC_041867(1),PHAGE_Staphy_EW_NC_007056(1),PHAGE_Lactob_LL_H_NC_009554(1),PHAGE_Bacill_Pavlov_NC_028782(1),PHAGE_Staphy_3MRA_NC_028917(1),PHAGE_Bacill_BMBtp2_NC_019912(1),PHAGE_Edward_GF_2_NC_026611(1),PHAGE_Lactob_KC5a_NC_007924(1),PHAGE_Staphy_Ipla5_NC_018281(1),PHAGE_Staphy_StB27_NC_019914(1),PHAGE_Lactob_A2_NC_004112(1),PHAGE_Clostr_phiCT9441A_NC_029022(1),PHAGE_Lactob_CL1_NC_028888(1),PHAGE_Thermo_THSA_485A_NC_018264(1),PHAGE_Bacill_Palmer_NC_028926(1),PHAGE_Lactoc_28201_NC_031013(1),PHAGE_Lactob_Lrm1_NC_011104(1),PHAGE_Clostr_CDMH1_NC_024144(1),PHAGE_Lactob_Sha1_NC_019489(1),PHAGE_Lactob_PL_1_NC_022757(1),PHAGE_Lactob_phiJB_NC_022775(1),PHAGE_Lactob_Lj771_NC_010179(1),PHAGE_Lactob_iLp1308_NC_028911(1)	2	9.09%	34.32%
>contig_1586	1	7.5Kb	incomplete(30)	plate,head	146479-154061	0	9	6	3	100%	0	no	6	PHAGE_Pseudo_F116_NC_006552(1),PHAGE_Synech_S_SSM7_NC_015287(1),PHAGE_Mycoba_Littlee_NC_042322(1),PHAGE_Strept_20617_NC_023503(1),PHAGE_Bacill_SP_15_NC_031245(1),PHAGE_Stenot_S1_NC_011589(1),PHAGE_Caulob_Cr30_NC_025422(1),PHAGE_Mycoba_Ariel_NC_028876(1),PHAGE_Synech_ACG_2014f_NC_026927(1),PHAGE_Mycoba_MiaZeal_NC_028953(1),PHAGE_Stenot_Smp131_NC_023588(1),PHAGE_Mycoba_Courthouse_NC_023690(1),PHAGE_Prochl_P_TIM68_NC_028955(1),PHAGE_Mycoba_Omega_NC_004688(1),PHAGE_Bacill_SPbeta_NC_001884(1),PHAGE_Cyanop_P_RSM6_NC_020855(1),PHAGE_Synech_S_SM2_NC_015279(1)	1	11.11%	62.61%
>contig_1586	2	6.5Kb	incomplete(10)	NA	348514-355053	0	10	6	4	100%	0	no	5	PHAGE_Plankt_PaV_LD_NC_016564(1),PHAGE_Entero_phi92_NC_023693(1),PHAGE_Microb_Min1_NC_009603(1),PHAGE_Sphing_PAU_NC_019521(1),PHAGE_Escher_phAPEC8_NC_020079(1),PHAGE_Gordon_Vendetta_NC_030911(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Synech_S_SM2_NC_015279(1),PHAGE_Synech_S_SKS1_NC_020851(1),PHAGE_Gordon_Splinter_NC_030927(1),PHAGE_Synech_ACG_2014f_NC_026927(1),PHAGE_Prochl_P_SSM2_NC_006883(1)	2	10%	56.28%
>contig_2536	1	24.1Kb	incomplete(20)	NA	202-24375	0	45	25	20	100%	0	no	9	PHAGE_Pseudo_JBD18_NC_027986(5),PHAGE_Pseudo_B3_NC_006548(5),PHAGE_Pseudo_JBD25_NC_027992(4),PHAGE_Pseudo_vB_PaeS_PM105_NC_028667(4),PHAGE_Burkho_phiE255_NC_009237(4),PHAGE_Burkho_BcepMu_NC_005882(4),PHAGE_Pseudo_JBD67_NC_042135(3),PHAGE_Mannhe_vB_MhM_3927AP2_NC_028766(2),PHAGE_Burkho_KS10_NC_011216(2),PHAGE_Ralsto_RSA1_NC_009382(1),PHAGE_Shigel_Sf6_NC_005344(1),PHAGE_Escher_D108_NC_013594(1),PHAGE_Burkho_KS5_NC_015265(1),PHAGE_Entero_Mu_NC_000929(1),PHAGE_Burkho_phi52237_NC_007145(1),PHAGE_Gordon_Zirinka_NC_031097(1),PHAGE_Escher_HK75_NC_016160(1),PHAGE_Vibrio_12B12_NC_021070(1),PHAGE_Haemop_SuMu_NC_019455(1),PHAGE_Entero_SfMu_NC_027382(1),PHAGE_Burkho_phiE202_NC_009234(1)	9	11.11%	34.80%
>contig_3004	1	5.1Kb	incomplete(20)	plate	429-5573	0	11	9	2	100%	0	no	6	PHAGE_Entero_Tyrion_NC_031077(1),PHAGE_Pseudo_BS5_NC_031917(1),PHAGE_Gordon_Bantam_NC_031074(1),PHAGE_Mycoba_MichelleMyBell_NC_023572(1),PHAGE_Pseudo_Pq0_NC_029100(1),PHAGE_Cyanop_PSS2_NC_013021(1),PHAGE_Aeromo_vB_AsaM_56_NC_019527(1),PHAGE_Mycoba_Daenerys_NC_022068(1),PHAGE_Escher_phiV10_NC_007804(1),PHAGE_Escher_TL_2011b_NC_019445(1),PHAGE_Bacill_1_NC_009737(1),PHAGE_Thermu_OH2_NC_021784(1),PHAGE_Mycoba_Dorothy_NC_041855(1),PHAGE_Mycoba_Myrna_NC_011273(1),PHAGE_Pseudo_Noxifer_NC_041994(1),PHAGE_Mycoba_Inventum_NC_026596(1),PHAGE_Salmon_SPN1S_NC_016761(1),PHAGE_Sinorh_phiLM21_NC_029046(1),PHAGE_Salmon_epsilon15_NC_004775(1),PHAGE_Mycoba_Xeno_NC_031243(1),PHAGE_Geobac_GBSV1_NC_008376(1)	2	9.09%	36.27%
>contig_1647	1	10.5Kb	incomplete(30)	tail,lysin	224-10795	0	22	15	7	100%	0	no	5	PHAGE_Lactob_KC5a_NC_007924(8),PHAGE_Lactob_jlb1_NC_024206(7),PHAGE_Lactob_phiAQ113_NC_019782(7),PHAGE_Lactob_Lj771_NC_010179(7),PHAGE_Strept_EJ_1_NC_005294(3),PHAGE_Lactob_Lv_1_NC_011801(3),PHAGE_Lactob_phiadh_NC_000896(2),PHAGE_Lactob_Lj965_NC_005355(1),PHAGE_Lactoc_KSY1_NC_009817(1),PHAGE_Lactob_JCL1032_NC_019456(1),PHAGE_Lactoc_949_NC_015263(1),PHAGE_Lactoc_r1t_NC_004302(1),PHAGE_Lactob_phiJB_NC_022775(1),PHAGE_Lactoc_phiL47_NC_023574(1),PHAGE_Lactoc_WRP3_NC_027341(1)	9	36.36%	38.05%
>contig_2968	1	2.8Kb	incomplete(30)	integrase	218-3076	0	7	7	0	100%	0	no	4	PHAGE_Salmon_BP63_NC_031250(2),PHAGE_Aggreg_S1249_NC_013597(2),PHAGE_Haemop_Aaphi23_NC_004827(2),PHAGE_Shigel_Sf6_NC_005344(1),PHAGE_Erwini_phiEt88_NC_015295(1),PHAGE_Pseudo_Noxifer_NC_041994(1),PHAGE_Salmon_HK620_NC_002730(1),PHAGE_Entero_VT2phi_272_NC_028656(1)	3	28.57%	36.34%
>contig_1912	1	33.4Kb	intact(150)	head,capsid,coat,tail	5034-38519	0	51	38	13	100%	0	no	11	PHAGE_Salmon_II_E1_NC_010495(9),PHAGE_Cronob_ENT47670_NC_019927(9),PHAGE_Mannhe_vB_MhS_587AP2_NC_028743(8),PHAGE_Mannhe_vB_MhS_535AP2_NC_028853(8),PHAGE_Salmon_64795_sal3_NC_031918(8),PHAGE_Salmon_IME207_NC_031924(7),PHAGE_Vibrio_pYD38_A_NC_021534(4),PHAGE_Aeromo_pIS4_A_NC_042037(4),PHAGE_Pseudo_phi297_NC_016762(2),PHAGE_Salmon_vB_SosS_Oslo_NC_018279(2),PHAGE_Entero_ES18_NC_006949(2),PHAGE_Bacter_APSE_2_NC_011551(1),PHAGE_Acinet_phiAB1_NC_028675(1),PHAGE_Endosy_APSE_1_NC_000935(1),PHAGE_Pseudo_JBD69_NC_030908(1),PHAGE_Acinet_Bphi_B1251_NC_019541(1),PHAGE_Acinet_YMC11/11/R3177_NC_041866(1),PHAGE_Entero_JenK1_NC_029021(1),PHAGE_Entero_9g_NC_024146(1),PHAGE_Salmon_SEN4_NC_029015(1),PHAGE_Pseudo_JBD44_NC_030929(1),PHAGE_Entero_JenP2_NC_028997(1),PHAGE_Phage_Gifsy_2_NC_010393(1),PHAGE_Vibrio_pYD21_A_NC_020846(1),PHAGE_Pseudo_H103_NC_028819(1),PHAGE_Salmon_SEN5_NC_028701(1),PHAGE_Salmon_(in:Nonagvirus)_NC_042025(1),PHAGE_Clostr_phiCD27_NC_011398(1),PHAGE_Klebsi_vB_Kpn_IME260_NC_041899(1),PHAGE_Clostr_phiCT9441A_NC_029022(1),PHAGE_Acinet_Petty_NC_023570(1),PHAGE_Thermo_THSA_485A_NC_018264(1),PHAGE_Pseudo_PS_1_NC_029066(1)	20	17.64%	35.64%
>contig_132	1	11.5Kb	incomplete(40)	tail	5871-17422	0	23	9	14	100%	0	no	5	PHAGE_Rhizob_vB_RglS_P106B_NC_023566(2),PHAGE_Sinorh_phiLM21_NC_029046(2),PHAGE_Escher_HK639_NC_016158(1),PHAGE_Pseudo_LKO4_NC_041934(1),PHAGE_Salmon_36_NC_029071(1),PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(1),PHAGE_Salmon_SP126_NC_042066(1),PHAGE_Salmon_(in:Nonagvirus)_NC_042025(1),PHAGE_Entero_JenP1_NC_029028(1),PHAGE_Citrob_Stevie_NC_027350(1),PHAGE_Pseudo_MP1412_NC_018282(1),PHAGE_Pseudo_PaMx28_NC_028931(1),PHAGE_Escher_Tls_NC_009540(1),PHAGE_Entero_9g_NC_024146(1),PHAGE_Entero_Ec_L1_NC_042122(1),PHAGE_Salico_CGphi29_NC_020844(1),PHAGE_Pseudo_M6_NC_007809(1),PHAGE_Brucel_BiPBO1_NC_031264(1)	4	8.69%	44.28%
