contig	protLen	protHits
circular_pair_1656	509	fig|6666666.74275.peg.2 hypothetical protein
circular_pair_1656	398	fig|6666666.73671.peg.19 hypothetical protein, fig|6666666.73672.peg.45 hypothetical protein, fig|6666666.73955.peg.21 hypothetical protein, fig|6666666.73956.peg.15 hypothetical protein, fig|6666666.73957.peg.18 hypothetical protein
circular_pair_1656	221	major capsid protein
circular_pair_1656	95	NA
circular_pair_1656	146	NA
circular_pair_1769	152	NA
circular_pair_1769	806	fig|1458846.3.peg.72 hypothetical protein
circular_pair_1769	896	fig|6666666.74572.peg.16 hypothetical protein
circular_pair_1769	116	NA
circular_pair_1769	149	putative DNA polymerase Not in a subsystem 1498172.5 Escherichia phage ECBP5, complete genome. protein, putative DNA polymerase Escherichia phage ECBP5 | DNA | polymerase | Escherichia | phage | ECBP5 protein
circular_pair_1769	167	fig|467481.2.peg.73 Phage protein
circular_pair_1769	755	fig|6666666.74610.peg.23 hypothetical protein, fig|254397.2.peg.40 Phage protein
circular_pair_1769	752	NA
circular_pair_1769	317	fig|6666666.73843.peg.6 putative tail fiber Not in a subsystem 6666666.73843 uncultured Mediterranean phage uvMED-CGF-C28-MedDCM-OCT-S31-C91 protein, fig|6666666.73766.peg.47 phage tail fiber protein
circular_pair_1769	467	NA
circular_pair_1769	206	NA
circular_pair_1769	92	hypothetical protein, gp38 Mycobacterium phage CrimD | Mycobacterium | phage | CrimD protein
circular_pair_1769	113	putative tail protein
circular_pair_1769	566	tapemeasure Not in a subsystem 1445727.3 Mycobacterium phage Oaker, complete genome. protein, Phage tail length tape measure protein
circular_pair_1769	485	fig|670252.3.peg.32 Phage protein
circular_pair_1769	467	NA
circular_pair_1769	308	NA
circular_pair_1769	674	NA
circular_pair_1769	158	fig|6666666.3810.peg.21 Phage protein
circular_pair_1769	188	fig|984175.3.peg.18 terminase small subunit Not in a subsystem 984175.3 Cronobacter phage ENT39118, complete genome. protein
circular_pair_1769	197	fig|6666666.3872.peg.73 Phage protein
circular_pair_1769	236	fig|1088867.3.peg.64 Phage protein, fig|1327762.3.peg.68 hypothetical protein, fig|1327936.3.peg.70 hypothetical protein, fig|1327938.3.peg.66 hypothetical protein
circular_pair_1769	122	NA
circular_pair_1769	155	NA
circular_pair_1769	290	Phage protein, hypothetical protein, gp19 Mycobacterium phage Turbido | Mycobacterium | phage | Turbido protein, head-to-tail connector protein, fig|1071504.3.peg.18 Phage protein, fig|1437839.3.peg.17 hypothetical protein, fig|1486659.3.peg.254 hypothetical protein, fig|1486661.3.peg.250 hypothetical protein, fig|6666666.73579.peg.36 transcriptional regulator Not in a subsystem 6666666.73579 uncultured Mediterranean phage uvMED-CGR-C115A-MedDCM-OCT-S39-C87 protein
circular_pair_1769	194	fig|482058.2.peg.109 Phage protein
circular_pair_1769	170	Phage protein
circular_pair_1769	485	fig|1204539.3.peg.86 hypothetical protein, fig|1112008.3.peg.82 Phage protein, fig|1446489.3.peg.89 hypothetical protein, fig|1567006.3.peg.68 hypothetical protein, fig|977927.3.peg.77 Phage protein
circular_pair_1769	779	NA
circular_pair_1769	89	tail length tape measure protein
circular_pair_1769	221	NA
circular_pair_1976	140	fig|6666666.43249.peg.1 Protein of Unknown Function Not in a subsystem 6666666.43249 Pelagibacter phage HTVC019P protein
circular_pair_1976	353	NA
circular_pair_1976	146	RNA polymerase Not in a subsystem 756277.3 Synechococcus phage S-CBP2, complete genome. protein, Phage protein, RNA polymerase Synechococcus phage S-CBP2 | polymerase | Synechococcus | phage | S-CBP2 protein, hypothetical protein
circular_pair_1976	137	putative methyltransferase Lactobacillus phage A2 | methyltransferase | Lactobacillus | phage | A2 protein, fig|1352230.3.peg.23 Gp7 Not in a subsystem 1352230.3 Phage phi OH2 DNA, complete genome. protein
circular_pair_1976	581	fig|10677.1.peg.33 Phage capsid scaffolding protein
circular_pair_1976	146	RNA polymerase Not in a subsystem 756277.3 Synechococcus phage S-CBP2, complete genome. protein, Phage protein, RNA polymerase Synechococcus phage S-CBP2 | polymerase | Synechococcus | phage | S-CBP2 protein, hypothetical protein
circular_pair_1976	131	NA
circular_pair_1976	389	fig|1273738.4.peg.235 hypothetical protein
circular_pair_1976	158	NA
circular_pair_1976	143	Phage protein, gp64 Mycobacterium phage Charlie | Mycobacterium | phage | Charlie protein
circular_pair_1976	95	Phage DNA methyltransferase protein
circular_pair_1976	437	fig|908819.3.peg.2 hypothetical protein, fig|6666666.74563.peg.31 phage tail fiber protein, fig|1141135.3.peg.9 hypothetical protein, fig|6666666.74026.peg.8 phage tail fiber protein
circular_pair_1976	254	NA
circular_pair_1976	92	hypothetical protein, major capsid protein
circular_pair_1976	119	hypothetical protein, fig|1136535.3.peg.69 hypothetical protein, fig|1074308.4.peg.13 gp13 Not in a subsystem 1074308.4 Mycobacterium phage Patience, complete genome. protein
circular_pair_1976	116	NA
circular_pair_1976	92	DNA primase Providencia phage Redjac | primase | Providencia | phage | Redjac protein
circular_pair_1976	197	Phage ribonuclease H (EC 3.1.26.4 protein, RNaseH ribonuclease Acinetobacter phage Acj61 | ribonuclease | Acinetobacter | phage | Acj61 protein, fig|438780.3.peg.46 Phage protein
circular_pair_1976	95	NA
circular_pair_1976	209	fig|948870.3.peg.179 Phage protein, fig|6666666.73590.peg.48 hypothetical protein
circular_pair_1976	131	hypothetical protein
circular_pair_1976	146	RNA polymerase Not in a subsystem 756277.3 Synechococcus phage S-CBP2, complete genome. protein, Phage protein, RNA polymerase Synechococcus phage S-CBP2 | polymerase | Synechococcus | phage | S-CBP2 protein, hypothetical protein
circular_pair_1976	698	fig|10677.1.peg.33 Phage capsid scaffolding protein
circular_pair_1976	98	NA
circular_pair_1976	119	hypothetical protein
circular_pair_1976	116	Phage phosphoribosylformylglycinamidine synthase protein
circular_pair_1976	236	fig|1141135.3.peg.9 hypothetical protein, fig|1147147.3.peg.29 hypothetical protein, fig|155148.1.peg.5 Phage protein
circular_pair_1976	131	NA
circular_pair_1976	146	Phage baseplate wedge initiator (T4-like gp7 protein, RNA polymerase Not in a subsystem 756277.3 Synechococcus phage S-CBP2, complete genome. protein, baseplate wedge initiator Prochlorococcus phage P-SSM2 | wedge | initiator | Prochlorococcus | phage | P-SSM2 protein, RNA polymerase Synechococcus phage S-CBP2 | polymerase | Synechococcus | phage | S-CBP2 protein, fig|1429768.3.peg.95 hypothetical protein
circular_pair_1976	119	hypothetical protein
circular_pair_1976	362	fig|948870.3.peg.179 Phage protein
circular_pair_2015	101	NA
circular_pair_2015	146	Phage deoxynucleotide monophosphate kinase (EC 2.7.4.13 protein
circular_pair_2015	125	Mitochondrial DNA-directed RNA polymerase (RPO41 protein
circular_pair_2015	101	NA
circular_pair_2015	239	fig|1074306.3.peg.37 HNH homing endonuclease protein
circular_pair_2015	215	NA
circular_pair_2015	107	fig|1089118.3.peg.61 Phage protein
circular_pair_2015	116	Phage protein, hypothetical protein
circular_pair_2015	113	hypothetical protein
circular_pair_2015	239	fig|1090134.3.peg.149 putative virion structural protein
circular_pair_2015	143	NA
circular_pair_2015	89	NA
circular_pair_2015	110	fig|1141136.3.peg.473 hypothetical protein, fig|1168478.3.peg.35 Phage protein, fig|1168479.3.peg.37 Phage protein
circular_pair_2015	152	Phage protein, hypothetical protein
circular_pair_2015	107	putative DNA/RNA repair helicase Microcystis phage MaMV-DC | DNA/RNA | repair | helicase | Microcystis | phage | MaMV-DC protein
circular_pair_2015	113	neck protein, Phage baseplate wedge initiator (T4-like gp7 protein, tailfiber like protein, YapH protein, fig|12348.2.peg.6 Phage minor capsid protein, fig|1399941.3.peg.33 hypothetical protein
circular_pair_2015	89	NA
circular_pair_2015	110	hypothetical protein
circular_pair_2015	140	NA
circular_pair_2015	101	NA
circular_pair_2015	146	NA
circular_pair_2015	182	NA
circular_pair_2015	92	NA
circular_pair_2015	143	Phage protein, fig|482058.2.peg.319 Phage protein, fig|6666666.73751.peg.35 lysozyme murein hydrolase Not in a subsystem 6666666.73751 uncultured Mediterranean phage uvMED-CGR-U-MedDCM-OCT-S35-C6 protein
circular_pair_2015	134	Phage protein, hypothetical protein, fig|1340822.3.peg.64 hypothetical protein, fig|637730.2.peg.13 Phage protein, fig|1161934.3.peg.23 Phage protein, fig|1340818.3.peg.24 minor tail protein, fig|6666666.3769.peg.23 Phage protein
circular_pair_2015	203	NA
circular_pair_2015	107	Phage protein, fig|937835.4.peg.28 Phage protein
circular_pair_2015	176	putative HNH endonuclease Not in a subsystem 221915.9 Staphylococcus phage K, complete genome. protein, HNH homing endonuclease Not in a subsystem 1524910.3 Staphylococcus phage MCE-2014, complete genome. protein, HNH endonuclease Not in a subsystem 1262512.3 Staphylococcus phage Team1, complete genome. protein, HNH homing endonuclease Phage_experimental Phage_introns r1t-like_streptococcal_phages 516541.3 Staphylococcus phage A5W protein, HNH homing endonuclease Phage_experimental Phage_introns r1t-like_streptococcal_phages 221915.7 Staphylococcus phage K protein, HNH homing endonuclease Staphylococcus phage MCE-2014 | homing | endonuclease | Staphylococcus | phage | MCE-2014 protein, hypothetical protein, KsaIII Staphylococcus phage A3R | Staphylococcus | phage | A3R protein, HNH endonuclease Staphylococcus phage Team1 | endonuclease | Staphylococcus | phage | Team1 protein
circular_pair_2015	95	Phage protein, hypothetical protein
circular_pair_2015	113	NA
circular_pair_2015	155	NA
circular_pair_2015	206	Phage protein, minor tail protein, gp17 Mycobacterium phage Che9c | Mycobacterium | phage | Che9c protein
circular_pair_2015	95	putative tail lysin 2 Not in a subsystem 1204533.3 Bacillus phage phiAGATE, complete genome. protein, tail lysin Not in a subsystem 1527469.3 Bacillus phage Bobb, complete genome. protein, putative tail lysin 2 Bacillus phage phiAGATE | tail | lysin | 2 | Bacillus | phage | phiAGATE protein, tail lysin Bacillus phage Bobb | lysin | Bacillus | phage | Bobb protein, putative tail lysin 2 Bacillus phage Bp8p-T | tail | lysin | 2 | Bacillus | phage | Bp8p-T protein, putative tail lysin 2 Bacillus phage Bp8p-C | tail | lysin | 2 | Bacillus | phage | Bp8p-C protein
circular_pair_2015	155	NA
circular_pair_2015	140	fig|685892.3.peg.154 Phage protein, fig|1161927.3.peg.67 Phage protein
circular_pair_2015	155	NA
circular_pair_2015	221	NA
circular_pair_2015	89	NA
circular_pair_2015	101	hypothetical protein
circular_pair_2015	92	NA
circular_pair_2015	110	hypothetical protein
circular_pair_2015	176	Phage protein, fig|1445714.3.peg.8 lysin A Not in a subsystem 1445714.3 Mycobacterium phage Nyxis, complete genome. protein, fig|172667.1.peg.16 Phage protein
circular_pair_2015	188	NA
circular_pair_2015	104	NA
circular_pair_2015	161	RecE Mycobacterium phage Cambiare | Mycobacterium | phage | Cambiare protein
circular_pair_2015	272	NA
circular_pair_2015	122	peptidase-like protein, amidase domain protein
circular_pair_2015	248	fig|1173297.3.peg.151 Phage protein
circular_pair_2015	89	putative phage tail glycosyltransferase Not in a subsystem 6666666.73760 uncultured Mediterranean phage uvMED-CGR-C23A-MedDCM-OCT-S43-C49 protein, tail fiber Not in a subsystem 6666666.73803 uncultured Mediterranean phage uvMED-CGF-C23-MedDCM-OCT-S41-C163 protein, putative tail fiber Not in a subsystem 6666666.73761 uncultured Mediterranean phage uvMED-CGR-C23B-MedDCM-OCT-S39-C49 protein, putative phage minor tail protein, DNA helicase (EC 3.6.1.- protein
circular_pair_2015	122	NA
circular_pair_2015	95	NA
circular_pair_2015	116	hypothetical protein, Phage baseplate wedge subunit and tail pin protein
circular_pair_2015	167	fig|331278.3.peg.29 Phage protein, fig|6666666.74229.peg.23 DNA polymerase Not in a subsystem 6666666.74229 uncultured Mediterranean phage uvMED-GF-C103A-MedDCM-OCT-S41-C32 protein, fig|6666666.74228.peg.22 DNA polymerase Not in a subsystem 6666666.74228 uncultured Mediterranean phage uvMED-GF-C103A-MedDCM-OCT-S38-C6 protein
circular_pair_2015	158	NA
circular_pair_2015	284	phage terminase large subunit Not in a subsystem 6666666.74490 uncultured Mediterranean phage uvMED-GF-U-MedDCM-OCT-S43-C52 clone protein
circular_pair_2015	197	HTH binding domain-like protein, fig|701257.3.peg.52 transcriptional regulator Not in a subsystem 701257.3 Bacillus phage 250 protein, fig|552525.2.peg.85 Phage repressor ACLAME_Phage_regulation_of_gene_expression| Phage_regulation_of_gene_expression 552525.2 Siphoviridae Bacillus phage IEBH protein, fig|207656.3.peg.62 putative XRE family transcriptional regulator Not in a subsystem 207656.3 Bacillus phage phiNIT1 DNA, complete genome. protein, fig|1406785.3.peg.62 transcriptional regulator Not in a subsystem 1406785.3 Bacillus phage Grass, complete genome. protein, fig|55510.3.peg.42 Phage protein
circular_pair_2015	98	peptidoglycan-binding domain-containing protein
circular_pair_2015	107	hypothetical protein
circular_pair_2015	287	fig|1173743.3.peg.32 Cro/CI family transcriptional regulator Not in a subsystem 1173743.3 Listeria phage LP-030-2, complete genome. protein, fig|181007.3.peg.30 Transcriptional repressor protein
circular_pair_2015	119	Phage neck protein, neck protein, fig|1406785.3.peg.225 hypothetical protein
circular_pair_2015	383	Phage protein, fig|139871.2.peg.3 Phage transcriptional regulator protein
circular_pair_2015	407	fig|363555.2.peg.2 Phage protein, fig|139871.2.peg.2 Phage protein, fig|1247.119.peg.51 hypothetical protein, fig|1247.120.peg.53 hypothetical protein, fig|1247.121.peg.57 hypothetical protein
circular_pair_2015	110	NA
circular_pair_2015	104	fig|1073754.3.peg.27 Phage protein
circular_pair_2015	89	NA
circular_pair_2015	98	NA
circular_pair_2015	89	NA
circular_pair_2015	119	NA
circular_pair_2015	122	hypothetical protein
circular_pair_2015	95	DNA polymerase I Puniceispirillum phage HMO-2011 | polymerase | I | Puniceispirillum | phage | HMO-2011 protein
circular_pair_2015	203	tail sheath protein, fig|1177632.3.peg.41 hypothetical protein
circular_pair_2015	128	Phage protein, putative head protein, fig|384848.2.peg.29 Phage protein
circular_pair_2015	101	NA
circular_pair_2015	119	NA
circular_pair_2015	101	DUF935-like protein, fig|546805.2.peg.209 HNH homing endonuclease protein
circular_pair_2015	188	NA
circular_pair_2015	173	putative cell wall-binding, peptidase-related domain protein
circular_pair_2015	101	NA
circular_pair_2015	122	NA
circular_pair_2015	104	NA
circular_pair_2015	116	ribonucleoside-diphosphate reductase subunit alpha Not in a subsystem 1262539.3 Vibrio phage VH7D, complete genome. protein, Ribonucleotide reductase of class Ia (aerobic protein
circular_pair_2015	89	NA
circular_pair_2015	149	fig|1560313.3.peg.90 hypothetical protein, fig|6666666.74536.peg.24 hypothetical protein
circular_pair_2015	113	fig|1538804.3.peg.12 hypothetical protein
circular_pair_2015	185	hypothetical protein
circular_pair_2015	239	fig|180504.1.peg.44 Transposase or IS protein
circular_pair_2015	161	fig|445686.6.peg.287 Phage protein, fig|6666666.74644.peg.13 hypothetical protein
circular_pair_2015	104	recombination protein, fig|1150991.3.peg.151 Phage protein
circular_pair_2015	98	NA
circular_pair_2015	98	fig|52979.1.peg.44 Phage DNA helicase loader protein
circular_pair_2015	98	Phage DNA helicase loader protein
circular_pair_2015	107	putative methylase Pectobacterium phage ZF40 | methylase | Pectobacterium | phage | ZF40 protein, baseplate wedge tail fiber Enterobacteria phage Bp7 | wedge | tail | fiber | Enterobacteria | phage | Bp7 protein, fig|6666666.43257.peg.38 Protein of Unknown Function Not in a subsystem 6666666.43257 Cellulophaga phage phi47:1 protein, fig|6666666.43258.peg.38 Protein of Unknown Function Not in a subsystem 6666666.43258 Cellulophaga phage phi38:2 protein, fig|6666666.43261.peg.38 Protein of Unknown Function Not in a subsystem 6666666.43261 Cellulophaga phage phi3:1 protein, fig|6666666.43265.peg.38 Protein of Unknown Function Not in a subsystem 6666666.43265 Cellulophaga phage phiSM protein, fig|6666666.43275.peg.38 Protein of Unknown Function Not in a subsystem 6666666.43275 Cellulophaga phage phi3ST:2 protein
circular_pair_2015	125	Phage protein, antirepressor Not in a subsystem 947980.3 Lactobacillus phage LF1 protein, Putative antirepressor protein
circular_pair_2015	197	antirepressor Not in a subsystem 947980.3 Lactobacillus phage LF1 protein, phage antirepressor Lactobacillus phage LF1 | antirepressor | Lactobacillus | phage | LF1 protein, fig|947980.3.peg.39 antirepressor Not in a subsystem 947980.3 Lactobacillus phage LF1 protein, fig|262071.2.peg.49 Phage antirepressor protein, fig|559189.2.peg.49 Phage antirepressor protein, fig|130478.1.peg.7 Antirepressor protein
