scaffold	length	cov	circ	repeat.	mult	alt_grp	graph_path	prediction	type	Quality	COMPLETENESS.score.	SPECIFIC_KEYWORD	TOTAL_PROTEIN_NUM	PHAGE_HIT_PROTEIN_NUM	ATT_SITE_SHOWUP	MOST_COMMON_PHAGE_NAME.hit_genes_count.	engel_match_per	matt_match_len	engel_match_len	matt_match	engel_match	matt_match_per	match
contig_1102	505	563	Y	Y	5	*	1102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1103	9383	215	N	N	2	*	*,1103,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1104	4589	24	N	Y	1	290	*,1104,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1105	39957	40	N	N	1	*	*,1105,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1106	4016	39	N	N	1	*	*,1106,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1107	30740	65	N	N	1	*	*,1107,*	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1108	9042	53	N	N	1	*	*,1108,-1315,-2713	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1109	41583	45	N	Y	1	*	1109,*	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_111	4598	647	N	Y	323	*	111	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	86.5163333333333	1343.66666666667	1345	MN855671	JAAOBB010000022.1	86.0136666666667	both
contig_1110	19776	45	N	N	1	*	*,1110,*	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1111	16834	82	N	N	2	*	*,1111,1775,*	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1112	12113	34	N	N	1	*	*,1112,*	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1113	13229	12	N	N	1	*	*,1113,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1114	64815	56	N	N	1	*	*,1114,*	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1115	65385	47	N	N	1	*	*,1115,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1116	4498	27	N	N	1	*	*,1116,*	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1117	43811	26	N	N	1	*	*,1117,*	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1118	69984	11	N	N	1	*	*,1118,*	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1119	5348	17	N	N	1	*	*,1119,*	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_112	715	127	N	Y	4	*	112	NA	NA	NA	NA	NA	NA	NA	NA	NA	92.867	218	715	MN855737	JAAOBB010000022.1	90.826	both
contig_1120	8142	43	N	N	1	*	1120,1122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1121	809	16	N	N	1	*	1121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1126	28525	21	N	N	1	*	*,1126,1153,1153,-1151,1150	virus	lysogenic	low quality draft	NA	NA	NA	NA	NA	NA	89.63	769.625	1485	MN855746	JAAOBB010000021.1	89.688625	both
contig_1127	2904	295	N	N	3	*	*,1127,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	92.2325	778.666666666667	568.75	MN855739	JAAOBB010000022.1	92.648	both
contig_1128	6909	162	N	N	2	*	*,1128,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	91.294	4660	850	MN855737	JAAOBB010000022.1	90.129	both
contig_1134	506	122	N	Y	1	*	1134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	156	NA	MN855737	NA	92.949	matthijnssen
contig_114	1540	8	N	Y	4	*	114	NA	NA	NA	NA	NA	NA	NA	NA	NA	90.0255	856	772.5	MN855955	JAAOBB010000022.1	86.916	both
contig_1140	14219	3	N	Y	1	*	1140	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	88.938	1008	678.5	MN855585	JAAOBB010000022.1	88.7226	both
contig_1141	6457	5	N	Y	1	*	1141	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	884.666666666667	NA	MN855585	NA	88.8786666666667	matthijnssen
contig_1142	2012	810	N	Y	7	*	1142	organism	lysogenic	low quality draft	NA	NA	NA	NA	NA	NA	NA	1269	NA	MN856067	NA	94.169	matthijnssen
contig_1143	28966	115	N	N	1	*	*,1143,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	92.725	1717	1732	MN855962	JAAOBB010000021.1	95.224	both
contig_1145	2479	596	N	Y	5	*	1145	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	2424	NA	MN855734	NA	95.008	matthijnssen
contig_1146	40578	123	N	N	2	*	1137,1138,1139,1129,1130,1130,1131,1132,1133,1133,1133,1133,-1135,-1135,-1135,1135,-1133,-1133,-1133,-1133,-1132,-1131,-1130,-1129,-1129,-1139,-1138,-1138,-1137,-1136,-1136,1146,*	virus	lysogenic	low quality draft	incomplete(40),incomplete(20)	head,integrase,integrase	27,25	12,14	yes,yes	PHAGE_Paraco_Shpa_NC_041868(4),PHAGE_Sinorh_phiLM21_NC_029046(2),PHAGE_Escher_vB_EcoM_ep3_NC_025430(1),PHAGE_Pseudo_PAJU2_NC_011373(1),PHAGE_Rhizob_RR1_A_NC_021560(1),PHAGE_Azospi_Cd_NC_010355(1),PHAGE_Synech_S_SKS1_NC_020851(1),PHAGE_Thermu_P2345_NC_009803(1),PHAGE_Thermu_P7426_NC_009804(1),PHAGE_Edward_GF_2_NC_026611(1),PHAGE_Mycoba_Sbash_NC_026589(1),PHAGE_Xantho_CP2_NC_020205(1),PHAGE_Shigel_SfII_NC_021857(1),PHAGE_Cyanop_S_TIM5_NC_019516(1),PHAGE_Pseudo_vB_PaeP_Tr60_Ab31_NC_023575(1),PHAGE_Vibrio_PVA1_NC_023605(1),PHAGE_Mycoba_Dante_NC_028946(1),PHAGE_Mycoba_Yoshi_NC_042030(1),PHAGE_Aeromo_pIS4_A_NC_042037(1),PHAGE_Stx2_c_1717_NC_011357(1),PHAGE_Pseudo_YMC11/02/R656_NC_028657(1),PHAGE_Rhodob_RcapNL_NC_020489(1),PHAGE_Vibrio_pYD38_A_NC_021534(1),PHAGE_Pseudo_PS_1_NC_029066(1),PHAGE_Thalas_BA3_NC_009990(1),PHAGE_Lactob_Lj965_NC_005355(2),PHAGE_Lactob_JCL1032_NC_019456(2),PHAGE_Lactob_phiadh_NC_000896(2),PHAGE_Lactob_phiJB_NC_022775(2),PHAGE_Lactob_Lv_1_NC_011801(2),PHAGE_Entero_vB_EfaS_AL3_NC_042126(1),PHAGE_Lactob_PLE2_NC_031036(1),PHAGE_Salmon_vB_SemP_Emek_NC_018275(1),PHAGE_Gordon_Nymphadora_NC_031061(1),PHAGE_Entero_vB_EfaS_AL2_NC_042127(1),PHAGE_Lactoc_949_NC_015263(1),PHAGE_Mycoba_Squirty_NC_026588(1),PHAGE_Lactoc_phiL47_NC_023574(1),PHAGE_Entero_SANTOR1_NC_031051(1),PHAGE_Lactob_KC5a_NC_007924(1),PHAGE_Lactob_A2_NC_004112(1),PHAGE_Lactob_Lj928_NC_005354(1),PHAGE_Lister_LP_101_NC_024387(1),PHAGE_Lactoc_bIL311_NC_002670(1),PHAGE_Lactoc_r1t_NC_004302(1),PHAGE_Bacill_PM1_NC_020883(1),PHAGE_Strept_APCM01_NC_029030(1),PHAGE_Entero_IME_EFm1_NC_024356(1),PHAGE_Entero_IME_EF4_NC_023551(1),PHAGE_Aggreg_S1249_NC_013597(1),PHAGE_Paenib_Tripp_NC_028930(1),PHAGE_Strept_315.6_NC_004589(1),PHAGE_Lactob_Lj771_NC_010179(1),PHAGE_Lactoc_WRP3_NC_027341(1),PHAGE_Lister_LP_030_2_NC_021539(1),PHAGE_Lactob_iLp1308_NC_028911(1)	86.9888	2639.66666666667	947.4	MN855737	JAAOBB010000171.1	86.2476666666667	both
contig_1147	16001	94	N	N	13	*	*,1147,*	virus	lysogenic	medium quality draft	incomplete(20)	head	22	10	yes	PHAGE_Paraco_Shpa_NC_041868(4),PHAGE_Sinorh_phiLM21_NC_029046(4),PHAGE_Brucel_BiPBO1_NC_031264(2),PHAGE_Escher_vB_EcoM_ep3_NC_025430(1),PHAGE_Escher_vB_EcoM_ECO1230_10_NC_027995(1),PHAGE_Azospi_Cd_NC_010355(1),PHAGE_Synech_S_SKS1_NC_020851(1),PHAGE_Thermu_P2345_NC_009803(1),PHAGE_Entero_SfV_NC_003444(1),PHAGE_Mycoba_Sbash_NC_026589(1),PHAGE_Entero_HK544_NC_019767(1),PHAGE_Agroba_Atu_ph07_NC_042013(1),PHAGE_Entero_HK542_NC_019769(1),PHAGE_Pseudo_vB_PaeP_Tr60_Ab31_NC_023575(1),PHAGE_Vibrio_PVA1_NC_023605(1),PHAGE_Stx2_c_1717_NC_011357(1),PHAGE_Pseudo_YMC11/02/R656_NC_028657(1),PHAGE_Salmon_SEN4_NC_029015(1),PHAGE_Rhodob_RcapNL_NC_020489(1),PHAGE_Entero_HK97_NC_002167(1),PHAGE_Pseudo_PAJU2_NC_011373(1),PHAGE_Rhizob_RR1_A_NC_021560(1),PHAGE_Salmon_SEN5_NC_028701(1),PHAGE_Edward_GF_2_NC_026611(1),PHAGE_Xantho_CP2_NC_020205(1),PHAGE_Pseudo_D3_NC_002484(1),PHAGE_Cyanop_S_TIM5_NC_019516(1),PHAGE_Mycoba_Dante_NC_028946(1),PHAGE_Mycoba_Yoshi_NC_042030(1),PHAGE_Entero_mEpX2_NC_019705(1),PHAGE_Vibrio_X29_NC_024369(1),PHAGE_Thalas_BA3_NC_009990(1),PHAGE_Pseudo_PS_1_NC_029066(1)	79.17	1613.8	1373	MN855737	JAAOBB010000021.1	86.0748	both
contig_1148	21392	55	N	N	7	*	1148,*	virus	lysogenic	low quality draft	NA	NA	NA	NA	NA	NA	88.458375	1638.5	1062.75	MN856063	JAAOBB010000022.1	85.6375	both
contig_1149	18899	196	N	N	4	*	1450,-1451,-1450,-2760,1149,-1425,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	86.945	1064.88888888889	766	MN855585	JAAOBB010000022.1	88.0014444444444	both
contig_115	1290	10	N	Y	3	*	115	NA	NA	NA	NA	NA	NA	NA	NA	NA	90.386	217	188	MN855739	JAAOBB010000022.1	88.349	both
contig_1150	4802	39	N	Y	1	*	1150	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	683.25	NA	MN855746	NA	90.203	matthijnssen
contig_1152	61387	22	N	N	1	*	*,1152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1154	34663	10	N	N	1	*	*,1154,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1156	44976	207	N	N	1	*	1156,1161,1161,1161,*	virus	lytic	high quality draft	intact(100),incomplete(20)	terminase,portal,head,tail	19,36	16,22	no,no	PHAGE_Lactob_Lj965_NC_005355(2),PHAGE_Oenoco_phiS13_NC_023560(2),PHAGE_Oenoco_phi9805_NC_023559(2),PHAGE_Oenoco_phiS11_NC_023571(2),PHAGE_Deep_s_D6E_NC_019544(2),PHAGE_Lactob_PLE3_NC_031125(2),PHAGE_Entero_phiFL2A_NC_013643(2),PHAGE_Entero_phiFL1A_NC_013646(2),PHAGE_Idioma_1N2_2_NC_025439(1),PHAGE_Lister_A118_NC_003216(1),PHAGE_Lactob_phig1e_NC_004305(1),PHAGE_Vibrio_VBM1_NC_020850(1),PHAGE_Lactob_CL2_NC_028835(1),PHAGE_Strept_phiARI0031_NC_031910(1),PHAGE_Bacill_SPO1_NC_011421(1),PHAGE_Lactob_Lj928_NC_005354(1),PHAGE_Brevib_Sundance_NC_028749(1),PHAGE_Strept_IC1_NC_024370(1),PHAGE_Geobac_E2_NC_009552(1),PHAGE_Bacill_PM1_NC_020883(1),PHAGE_Clostr_phiMMP02_NC_019421(1),PHAGE_Lister_A006_NC_009815(1),PHAGE_Entero_vB_IME197_NC_028671(1),PHAGE_Entero_phiFL3A_NC_013648(1),PHAGE_Clostr_phiCD505_NC_028764(1),PHAGE_Lactob_LfeSau_NC_029068(1),PHAGE_Lactob_J_1_NC_022756(1),PHAGE_Clostr_phiCT19406C_NC_029006(1),PHAGE_Geobac_TP_84_NC_041918(1),PHAGE_Clostr_phiMMP03_NC_028959(1),PHAGE_Bacill_BMBtpLA_NC_028748(1),PHAGE_Lactob_KC5a_NC_007924(1),PHAGE_Bacill_SP_10_NC_019487(1),PHAGE_Entero_phiEf11_NC_013696(1),PHAGE_Clostr_phiCDHM19_NC_028996(1),PHAGE_Lactob_CL1_NC_028888(1),PHAGE_Clostr_CDMH1_NC_024144(1),PHAGE_Pseudo_PaBG_NC_022096(1),PHAGE_Lactob_PL_1_NC_022757(1),PHAGE_Acinet_AB1_NC_042028(1),PHAGE_Strept_phiARI0468_1_NC_031929(1),PHAGE_Lactob_iLp1308_NC_028911(1),PHAGE_Bacill_SIOphi_NC_042133(1),PHAGE_Lactob_PLE3_NC_031125(5),PHAGE_Lactob_iLp84_NC_028783(4),PHAGE_Lactob_LfeSau_NC_029068(3),PHAGE_Lactoc_TP901_1_NC_002747(3),PHAGE_Brocho_NF5_NC_015252(2),PHAGE_Lactob_iA2_NC_028830(2),PHAGE_Lactob_LF1_NC_019486(2),PHAGE_Lactoc_Tuc2009_NC_002703(2),PHAGE_Lactob_CL1_NC_028888(2),PHAGE_Lactob_iLp1308_NC_028911(2),PHAGE_Paenib_Fern_NC_028851(1),PHAGE_Weisse_WCP30_NC_031101(1),PHAGE_Staphy_StB20_like_NC_028821(1),PHAGE_Bacill_Page_NC_022764(1),PHAGE_Brocho_BL3_NC_015254(1),PHAGE_Staphy_29_NC_007061(1),PHAGE_Lactob_CL2_NC_028835(1),PHAGE_Clostr_phiCD6356_NC_015262(1),PHAGE_Strept_EJ_1_NC_005294(1),PHAGE_Entero_EF62phi_NC_017732(1),PHAGE_Brevib_Sundance_NC_028749(1),PHAGE_Clostr_phiCT19406B_NC_030947(1),PHAGE_Clostr_phiMMP04_NC_019422(1),PHAGE_Staphy_37_NC_007055(1),PHAGE_Lactob_Lv_1_NC_011801(1),PHAGE_Leucon_Lmd1_NC_018273(1),PHAGE_Lactob_ATCC8014_NC_019916(1),PHAGE_Deep_s_D6E_NC_019544(1),PHAGE_Clostr_phiCTC2B_NC_030951(1),PHAGE_Paenib_Willow_NC_041867(1),PHAGE_Lactoc_BM13_NC_021861(1),PHAGE_Lactob_Lc_Nu_NC_007501(1),PHAGE_Staphy_88_NC_007063(1),PHAGE_Strept_9874_NC_031023(1),PHAGE_Bacill_Pavlov_NC_028782(1),PHAGE_Leucon_phiLN34_NC_024388(1),PHAGE_Brevib_Osiris_NC_028969(1),PHAGE_Brevib_Davies_NC_022980(1),PHAGE_Strept_9871_NC_031069(1),PHAGE_Entero_AUEF3_NC_042134(1),PHAGE_Staphy_CNPx_NC_031241(1),PHAGE_Strept_9872_NC_031094(1),PHAGE_Lister_B054_NC_009813(1),PHAGE_Strept_SMP_NC_008721(1),PHAGE_Lactob_A2_NC_004112(1),PHAGE_Thermo_THSA_485A_NC_018264(1),PHAGE_Lactoc_r1t_NC_004302(1),PHAGE_Bacill_Palmer_NC_028926(1),PHAGE_Lactoc_28201_NC_031013(1),PHAGE_Pedioc_clP1_NC_016161(1),PHAGE_Clostr_CDMH1_NC_024144(1),PHAGE_Lactob_Lrm1_NC_011104(1),PHAGE_Leucon_phiLN6B_NC_024380(1),PHAGE_Lactob_phiAT3_NC_005893(1),PHAGE_Lactob_phiJB_NC_022775(1),PHAGE_Lister_LP_030_3_NC_024384(1)	92.81475	3872	2283.5	MN855704	JAAOBB010000014.1	96.591	both
contig_1157	2456	10	N	N	2	*	*,1157,*	organism	NA	NA	NA	NA	NA	NA	NA	NA	94.7045	NA	717	NA	JAAOBB010000015.1	NA	engel
contig_1158	3844	220	N	N	4	*	*,1158,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.797	644	409	MN856006	JAAOBB010000017.1	79.348	both
contig_1159	5348	38	N	N	1	*	*,1159,*	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	94.8115	688.333333333333	1427.5	MN855786	JAAOBB010000017.1	94.5226666666667	both
contig_116	537	8	N	Y	1	*	116	NA	NA	NA	NA	NA	NA	NA	NA	NA	90.7645	NA	124.5	NA	JAAOBB010000022.1	NA	engel
contig_1160	58399	3	N	N	1	*	*,1160,*	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	88.9706666666667	697.5	791.555555555556	MN855593	JAAOBB010000015.1	86.3225	both
contig_1164	11392	20	N	N	2	*	1162,1163,1164,-1163,-1162	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1165	608	9	N	Y	1	*	1165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1166	30525	12	N	N	1	*	*,1166,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2330	NA	MN855708	NA	95.837	matthijnssen
contig_1167	11319	13	N	N	1	*	*,1167,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1168	31071	50	N	N	1	*	*,1168,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1169	39240	143	N	Y	1	*	1169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_117	1960	716	N	Y	28	*	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.086	1961	549	MN856038	JAAOBB010000022.1	97.807	both
contig_1170	76700	115	N	N	1	*	*,1170,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1171	44376	11	N	N	1	*	*,1171,*	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1172	6060	100	N	Y	2	212	*,1172,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1173	6038	9	N	Y	1	212	*,1173,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1174	7192	28	N	Y	1	308	*,1174,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1175	6622	117	N	Y	1	308	*,1175,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1176	4333	112	Y	Y	1	*	1176	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1177	2871	290	N	N	3	*	*,1177,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	88.38525	NA	706.25	NA	JAAOBB010000147.1	NA	engel
contig_1178	107828	217	Y	N	2	*	1178	virus	lytic	high quality draft	incomplete(30)	plate,terminase	17	8	no	PHAGE_Rhodoc_E3_NC_021347(2),PHAGE_Gordon_BetterKatz_NC_031247(1),PHAGE_Pseudo_vB_PsyM_KIL1_NC_030934(1),PHAGE_Pseudo_vB_PsyM_KIL4_NC_042054(1),PHAGE_Bacill_AR9_NC_031039(1),PHAGE_Mycoba_Wildcat_NC_008206(1),PHAGE_Erwini_vB_EamM_Y2_NC_019504(1),PHAGE_Staphy_S25_4_NC_022918(1),PHAGE_Mycoba_Bongo_NC_041970(1),PHAGE_Staphy_vB_SauM_Romulus_NC_020877(1),PHAGE_Strept_BillNye_NC_042105(1),PHAGE_Sulfit_EE36phi1_NC_012696(1),PHAGE_Staphy_phiIPLA_C1C_NC_028962(1),PHAGE_Mycoba_Dandelion_NC_023696(1),PHAGE_Silici_DSS3phi2_NC_012697(1),PHAGE_Staphy_Twort_NC_007021(1),PHAGE_Staphy_phiSA012_NC_023573(1),PHAGE_Escher_slur01_NC_028831(1),PHAGE_Escher_Seurat_NC_027378(1),PHAGE_Mycoba_PegLeg_NC_021299(1),PHAGE_Staphy_phiIBB_SEP1_NC_041928(1),PHAGE_Staphy_vB_SauM_Remus_NC_022090(1),PHAGE_Xantho_Xp15_NC_007024(1),PHAGE_Halovi_HRTV_8_NC_021321(1),PHAGE_Bacill_PBS1_NC_043027(1),PHAGE_Escher_Eps7_NC_010583(1),PHAGE_Pectob_PM1_NC_023865(1),PHAGE_Staphy_S25_3_NC_022920(1),PHAGE_Mycoba_Pleione_NC_023737(1),PHAGE_Yersin_phiR201_NC_019919(1),PHAGE_Staphy_MCE_2014_NC_025416(1),PHAGE_Mycoba_Tonenili_NC_031080(1)	93.1785	5206.5	7538	MN855622	JAAOBB010000093.1	94.959	both
contig_1179	4157	9	N	N	1	*	*,1179,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_118	4510	30	N	Y	6	*	118	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.29325	1033.75	500.75	MN856038	JAAOBB010000022.1	98.933	both
contig_1181	62520	59	N	N	1	*	*,1181,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	664	NA	MN855732	NA	92.319	matthijnssen
contig_1182	22112	37	N	N	1	*	*,1182,*	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1183	558	399	N	N	4	*	*,1183,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1184	646	403	N	N	4	*	*,1184,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1185	616	367	N	N	3	*	*,1185,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1186	32189	22	N	N	1	*	*,1186,*	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1187	17276	21	N	N	1	*	*,1187,*	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1188	585	26	N	Y	1	230	1188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1189	1542	8	N	Y	1	230	1189	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	390	NA	MN855641	NA	91.538	matthijnssen
contig_119	6849	679	N	Y	339	*	119	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	91.6525	1632	1350.5	MN856052	JAAOBB010000022.1	95.741	both
contig_1190	641	7	N	Y	1	230	1190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1191	1739	180	N	Y	2	230	1191	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1192	786	333	N	Y	2	230	1192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1193	523	152	N	Y	1	230	1193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1194	1526	9	N	Y	1	231	1194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1195	508	406	N	Y	3	230	1195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1196	951	147	N	Y	1	230	1196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1197	609	584	N	Y	5	230	1197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1198	945	939	N	Y	8	230	1198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1199	907	481	N	Y	4	230	1199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_12	1136	27	N	N	2	*	*,12,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1200	3392	783	N	Y	7	*	1200	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1201	3679	1063	N	N	9	*	*,1201,*	organism	lysogenic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1202	1230	10	N	Y	1	230	1202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1203	510	125	Y	Y	1	230	1203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1204	501	756	N	Y	7	230	1204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_1205	5204	67	N	Y	1	230	1205	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
